ID	reERR1346801_taxonomic_profile	reERR1346802_taxonomic_profile	reERR1346803_taxonomic_profile	reERR1346804_taxonomic_profile	reERR1346805_taxonomic_profile	reERR1346806_taxonomic_profile	reERR1346807_taxonomic_profile	reERR1346808_taxonomic_profile	reERR1346809_taxonomic_profile	reERR1346810_taxonomic_profile	reERR1346811_taxonomic_profile	reERR1346812_taxonomic_profile	reERR1346813_taxonomic_profile	reERR1346814_taxonomic_profile	reERR1346815_taxonomic_profile	reERR1346816_taxonomic_profile	reERR1346817_taxonomic_profile	reERR1346818_taxonomic_profile	reERR1346819_taxonomic_profile	reERR1346820_taxonomic_profile	reERR1346821_taxonomic_profile	reERR1346822_taxonomic_profile	reERR1346823_taxonomic_profile	reERR1346824_taxonomic_profile	reERR1346825_taxonomic_profile	reERR1346826_taxonomic_profile	reERR1346827_taxonomic_profile	reERR1346828_taxonomic_profile	reERR1346829_taxonomic_profile	reERR1346830_taxonomic_profile	reERR1346831_taxonomic_profile	reERR1346832_taxonomic_profile	reERR1346833_taxonomic_profile	reERR1346834_taxonomic_profile	reERR1346835_taxonomic_profile	reERR1346836_taxonomic_profile	reERR1346837_taxonomic_profile	reERR1346838_taxonomic_profile	reERR1346839_taxonomic_profile	reERR1346840_taxonomic_profile	reERR1346841_taxonomic_profile	reERR1346842_taxonomic_profile	reERR1346843_taxonomic_profile	reERR1346844_taxonomic_profile	reERR1346845_taxonomic_profile	reERR1346846_taxonomic_profile	reERR1346847_taxonomic_profile	reERR1346848_taxonomic_profile	reERR1346849_taxonomic_profile	reERR1346850_taxonomic_profile	reERR1346851_taxonomic_profile	reERR1346852_taxonomic_profile	reERR1346853_taxonomic_profile	reERR1346854_taxonomic_profile	reERR1346855_taxonomic_profile	reERR1346856_taxonomic_profile	reERR1346857_taxonomic_profile	reERR1346858_taxonomic_profile	reERR1346859_taxonomic_profile	reERR1346860_taxonomic_profile	reERR1346861_taxonomic_profile	reERR1346862_taxonomic_profile	reERR1346863_taxonomic_profile	reERR1346864_taxonomic_profile	reERR1346865_taxonomic_profile	reERR1346866_taxonomic_profile	reERR1346867_taxonomic_profile	reERR1346868_taxonomic_profile	reERR1346869_taxonomic_profile	reERR1346870_taxonomic_profile	reERR1346871_taxonomic_profile	reERR1346872_taxonomic_profile	reERR1346873_taxonomic_profile	reERR1346874_taxonomic_profile	reERR1346875_taxonomic_profile	reERR1346876_taxonomic_profile	reERR1346877_taxonomic_profile	reERR1346878_taxonomic_profile	reERR1346879_taxonomic_profile	reERR1346880_taxonomic_profile	reERR1346881_taxonomic_profile	reERR1346882_taxonomic_profile	reERR1346883_taxonomic_profile	reERR1346884_taxonomic_profile	reERR1346887_taxonomic_profile	reERR1346888_taxonomic_profile	reERR1346889_taxonomic_profile	reERR1346890_taxonomic_profile	reERR1346891_taxonomic_profile	reERR1346892_taxonomic_profile
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__Escherichia_coli_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02912	0.0	0.0	0.0	0.0	0.0	0.15408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified	0.0	0.0	0.43268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00767	0.0	0.0	0.0	0.10869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.84889	0.0	0.0	0.0	3.25515	0.0	0.0	0.0	0.0	0.0	0.04156	0.0	0.0	0.0	0.0	0.20938	0.0	0.0	0.0	1.38467	0.0	0.0	0.0	0.0	0.23474	0.0	0.0	0.0	0.0	0.09009	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	0.06287	0.0	0.0	0.04279	1.02994	0.0	0.08146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11075	0.07228	0.0	1.35395	0.19371	0.0	0.20403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01438	0.0	0.0	0.0795	0.0	0.0	0.09969	0.0	0.0	0.0	0.1012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54955	0.0	0.0	0.0	0.0	0.0	0.0	0.11056	0.0	1.4517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae	0.06287	0.0	0.0	0.04279	1.02994	0.0	0.08146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11075	0.07228	0.0	1.35395	0.19371	0.0	0.20403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01438	0.0	0.0	0.0795	0.0	0.0	0.09969	0.0	0.0	0.0	0.1012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54955	0.0	0.0	0.0	0.0	0.0	0.0	0.11056	0.0	1.4517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionellaceae_unclassified	0.06287	0.0	0.0	0.04279	1.02994	0.0	0.08146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11075	0.07228	0.0	1.35395	0.19371	0.0	0.20403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01438	0.0	0.0	0.0795	0.0	0.0	0.09969	0.0	0.0	0.0	0.1012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54955	0.0	0.0	0.0	0.0	0.0	0.0	0.11056	0.0	1.4517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.32782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.32782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.32782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.32782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.08493	3.06624	7.77089	0.11623	0.0	2.06971	0.0	1.837	0.4706	0.44369	0.78899	0.32096	0.10928	0.55037	1.34776	1.94447	0.66561	6.84188	0.01008	0.0	0.0	0.0	0.0	0.0	1.2279	1.90103	0.77354	0.93708	0.41133	0.83135	1.4532	1.00782	0.5015	0.66485	0.24956	0.0	2.77133	0.33084	1.07798	0.0	2.97099	0.0	0.0	0.0	0.17763	8.30048	0.0	3.20419	0.48769	0.0	5.82622	0.0	0.0	0.56852	0.0	0.0	0.0	0.0	0.0	2.4249	0.98934	0.0	0.40501	10.9266	0.0	0.0	0.0	2.08992	23.67701	0.0	0.0	0.0	0.75209	0.0	0.0	0.27117	0.0	0.0	0.0	43.82233	0.0	0.0	0.0	0.0	0.71732	0.0	6.47232	3.31405	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	0.08493	3.06624	7.77089	0.11623	0.0	2.06971	0.0	1.837	0.4706	0.44369	0.78899	0.32096	0.10928	0.55037	1.34776	1.94447	0.66561	6.84188	0.0	0.0	0.0	0.0	0.0	0.0	1.2279	1.90103	0.77354	0.93708	0.41133	0.83135	1.4532	1.00782	0.5015	0.66485	0.24956	0.0	2.77133	0.33084	1.07798	0.0	2.97099	0.0	0.0	0.0	0.17763	8.30048	0.0	3.20419	0.48769	0.0	5.82622	0.0	0.0	0.56852	0.0	0.0	0.0	0.0	0.0	2.4249	0.98934	0.0	0.40501	10.9266	0.0	0.0	0.0	2.08992	23.67701	0.0	0.0	0.0	0.75209	0.0	0.0	0.27117	0.0	0.0	0.0	43.82233	0.0	0.0	0.0	0.0	0.71732	0.0	6.47232	3.31405	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Cellvibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20953	0.0	0.0	0.0	0.56563	0.64145	0.05934	0.38178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2654	0.0	0.11178	0.0	0.27996	0.03863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Cellvibrio|s__Cellvibrio_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20953	0.0	0.0	0.0	0.56563	0.64145	0.05934	0.38178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2654	0.0	0.11178	0.0	0.27996	0.03863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	0.08493	3.06624	7.77089	0.11623	0.0	2.06971	0.0	1.837	0.4706	0.44369	0.57946	0.32096	0.10928	0.55037	0.78214	1.30302	0.60627	6.46011	0.0	0.0	0.0	0.0	0.0	0.0	1.2279	1.90103	0.50814	0.93708	0.29955	0.83135	1.17325	0.96919	0.5015	0.66485	0.24956	0.0	2.77133	0.33084	1.07798	0.0	2.97099	0.0	0.0	0.0	0.17763	8.30048	0.0	3.20419	0.48769	0.0	5.82622	0.0	0.0	0.56852	0.0	0.0	0.0	0.0	0.0	2.4249	0.98934	0.0	0.40501	10.9266	0.0	0.0	0.0	2.08992	23.67701	0.0	0.0	0.0	0.75209	0.0	0.0	0.27117	0.0	0.0	0.0	43.82233	0.0	0.0	0.0	0.0	0.71732	0.0	6.47232	3.31405	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi|t__Pseudomonas_fragi_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_mandelii	0.0	0.18946	0.66708	0.0	0.0	0.07481	0.0	0.28178	0.15931	0.44369	0.0	0.0	0.10115	0.49347	0.0	0.17484	0.1813	3.02582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39297	0.05335	0.02909	0.29955	0.08175	0.53778	0.48403	0.00296	0.0	0.06935	0.0	1.34043	0.11236	0.08922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03129	0.0	3.85456	0.72298	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_mandelii|t__Pseudomonas_mandelii_unclassified	0.0	0.18946	0.66708	0.0	0.0	0.07481	0.0	0.28178	0.15931	0.44369	0.0	0.0	0.10115	0.49347	0.0	0.17484	0.1813	3.02582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39297	0.05335	0.02909	0.29955	0.08175	0.53778	0.48403	0.00296	0.0	0.06935	0.0	1.34043	0.11236	0.08922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03129	0.0	3.85456	0.72298	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_protegens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_protegens|t__Pseudomonas_protegens_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_unclassified	0.08493	2.87678	7.10381	0.11623	0.0	1.9949	0.0	1.55522	0.31128	0.0	0.57946	0.32096	0.00813	0.0569	0.78214	1.12818	0.42497	3.43428	0.0	0.0	0.0	0.0	0.0	0.0	1.2279	1.50807	0.45479	0.90799	0.0	0.74959	0.63547	0.48515	0.49854	0.66485	0.1802	0.0	1.34387	0.21848	0.98876	0.0	2.97099	0.0	0.0	0.0	0.17763	8.30048	0.0	3.18104	0.48769	0.0	5.82622	0.0	0.0	0.56852	0.0	0.0	0.0	0.0	0.0	2.4249	0.98934	0.0	0.0	10.9266	0.0	0.0	0.0	2.08992	23.67701	0.0	0.0	0.0	0.75209	0.0	0.0	0.27117	0.0	0.0	0.0	43.82233	0.0	0.0	0.0	0.0	0.68603	0.0	2.61776	2.59107	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	2.93976	21.78487	0.33647	0.49609	1.05275	2.96684	1.82647	0.37819	0.43098	0.05692	0.00569	0.09265	0.17095	0.29402	0.12243	1.52496	0.19561	0.82961	6.53052	5.87409	18.84556	2.8128	3.21066	3.03811	9.7397	1.76057	0.50605	0.01423	0.0798	0.14398	0.01812	0.02209	0.17548	0.0	0.0	0.46868	0.11428	0.0	0.11669	0.04806	0.0	0.0	0.2446	0.0	0.0	0.0	0.0	0.0	0.21675	0.0	0.0	0.0	0.0	0.12308	0.0	0.0	0.50765	0.0	4.05588	0.52497	0.0	5.06268	0.14037	0.0	0.57798	0.31627	0.52171	0.0	0.0	0.09779	0.0	0.44393	0.16282	0.0	0.0	0.0	0.21536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07114	0.97732	0.0	0.61553	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Sinobacteraceae	0.40452	21.77318	0.33647	0.11742	0.0	2.78802	0.97205	0.07954	0.30564	0.05692	0.0	0.09265	0.04731	0.0	0.0	0.1612	0.07159	0.16454	0.88728	0.84514	18.25716	2.7865	0.36565	1.74466	1.47684	1.44045	0.40336	0.0	0.0626	0.14398	0.0	0.02209	0.08352	0.0	0.0	0.37516	0.11428	0.0	0.11669	0.04806	0.0	0.0	0.23439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12308	0.0	0.0	0.50765	0.0	4.05588	0.52497	0.0	5.06268	0.14037	0.0	0.57798	0.31627	0.52171	0.0	0.0	0.09779	0.0	0.44393	0.16282	0.0	0.0	0.0	0.21536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07114	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Sinobacteraceae|g__Sinobacteraceae_unclassified	0.40452	21.77318	0.33647	0.11742	0.0	2.78802	0.97205	0.07954	0.30564	0.05692	0.0	0.09265	0.04731	0.0	0.0	0.1612	0.07159	0.16454	0.88728	0.84514	18.25716	2.7865	0.36565	1.74466	1.47684	1.44045	0.40336	0.0	0.0626	0.14398	0.0	0.02209	0.08352	0.0	0.0	0.37516	0.11428	0.0	0.11669	0.04806	0.0	0.0	0.23439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12308	0.0	0.0	0.50765	0.0	4.05588	0.52497	0.0	5.06268	0.14037	0.0	0.57798	0.31627	0.52171	0.0	0.0	0.09779	0.0	0.44393	0.16282	0.0	0.0	0.0	0.21536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07114	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	2.53524	0.01169	0.0	0.37867	1.05275	0.17882	0.85442	0.29865	0.12534	0.0	0.00569	0.0	0.12364	0.29402	0.12243	1.36376	0.12402	0.66508	5.64324	5.02896	0.58841	0.0263	2.84501	1.29345	8.26286	0.32012	0.10268	0.01423	0.0172	0.0	0.01812	0.0	0.09196	0.0	0.0	0.09352	0.0	0.0	0.0	0.0	0.0	0.0	0.0102	0.0	0.0	0.0	0.0	0.0	0.21675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97732	0.0	0.61553	0.0
