clade_name	reERR1346801_taxonomic_profile	reERR1346802_taxonomic_profile	reERR1346803_taxonomic_profile	reERR1346804_taxonomic_profile	reERR1346805_taxonomic_profile	reERR1346806_taxonomic_profile	reERR1346807_taxonomic_profile	reERR1346808_taxonomic_profile	reERR1346809_taxonomic_profile	reERR1346810_taxonomic_profile	reERR1346811_taxonomic_profile	reERR1346812_taxonomic_profile	reERR1346813_taxonomic_profile	reERR1346814_taxonomic_profile	reERR1346815_taxonomic_profile	reERR1346816_taxonomic_profile	reERR1346817_taxonomic_profile	reERR1346818_taxonomic_profile	reERR1346819_taxonomic_profile	reERR1346820_taxonomic_profile	reERR1346821_taxonomic_profile	reERR1346822_taxonomic_profile	reERR1346823_taxonomic_profile	reERR1346824_taxonomic_profile	reERR1346825_taxonomic_profile	reERR1346826_taxonomic_profile	reERR1346827_taxonomic_profile	reERR1346828_taxonomic_profile	reERR1346829_taxonomic_profile	reERR1346830_taxonomic_profile	reERR1346831_taxonomic_profile	reERR1346832_taxonomic_profile	reERR1346833_taxonomic_profile	reERR1346834_taxonomic_profile	reERR1346835_taxonomic_profile	reERR1346836_taxonomic_profile	reERR1346837_taxonomic_profile	reERR1346838_taxonomic_profile	reERR1346839_taxonomic_profile	reERR1346840_taxonomic_profile	reERR1346841_taxonomic_profile	reERR1346842_taxonomic_profile	reERR1346843_taxonomic_profile	reERR1346844_taxonomic_profile	reERR1346845_taxonomic_profile	reERR1346846_taxonomic_profile	reERR1346847_taxonomic_profile	reERR1346848_taxonomic_profile	reERR1346849_taxonomic_profile	reERR1346850_taxonomic_profile	reERR1346851_taxonomic_profile	reERR1346852_taxonomic_profile	reERR1346853_taxonomic_profile	reERR1346854_taxonomic_profile	reERR1346855_taxonomic_profile	reERR1346856_taxonomic_profile	reERR1346857_taxonomic_profile	reERR1346858_taxonomic_profile	reERR1346859_taxonomic_profile	reERR1346860_taxonomic_profile	reERR1346861_taxonomic_profile	reERR1346862_taxonomic_profile	reERR1346863_taxonomic_profile	reERR1346864_taxonomic_profile	reERR1346865_taxonomic_profile	reERR1346866_taxonomic_profile	reERR1346867_taxonomic_profile	reERR1346868_taxonomic_profile	reERR1346869_taxonomic_profile	reERR1346870_taxonomic_profile	reERR1346871_taxonomic_profile	reERR1346872_taxonomic_profile	reERR1346873_taxonomic_profile	reERR1346874_taxonomic_profile	reERR1346875_taxonomic_profile	reERR1346876_taxonomic_profile	reERR1346877_taxonomic_profile	reERR1346878_taxonomic_profile	reERR1346879_taxonomic_profile	reERR1346880_taxonomic_profile	reERR1346881_taxonomic_profile	reERR1346882_taxonomic_profile	reERR1346883_taxonomic_profile	reERR1346884_taxonomic_profile	reERR1346887_taxonomic_profile	reERR1346888_taxonomic_profile	reERR1346889_taxonomic_profile	reERR1346890_taxonomic_profile	reERR1346891_taxonomic_profile	reERR1346892_taxonomic_profile
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales	0.0730816077953715	0.138248847926267	0.349421271019873	0.0202410525347318	0.104730319427474	0.0385356454720617	0.156810035842294	0.0344986200551978	0.264275601698915	0.0755382097444291	0.173913043478261	0.518386521950429	0	0.046029919447641	0.221137012807519	0.150214592274678	0.496702920270617	0.302818541812252	0.175535846267554	0.0608395862908132	0.0425109820036843	0.123114804555248	0.116606077234378	0.024380333197887	0.0865943672425879	0	0.0967679504548094	0.125339461040318	0.0302196971986341	0.358698437099667	0.155291559903719	0.259244098785646	0.206406238055195	0.53323853537149	0.10521470375485	0.173060282665128	0.21021021021021	0.0664942741041744	0.15450643776824	0.0945850082761882	0.182440136830103	0.0224820143884892	0.358733300346363	0	0.0458337152809607	0.54457442517144	0.27359781121751	0.104493207941484	0.170282889316122	0.150166255497158	0.0321440051430408	0	0	0.225563909774436	0.171919770773639	0.0718778077268643	0.07011393514461	0	0	0.291120815138282	0.121315920930564	0	0.152086971216132	0.755760368663594	0.111265646731572	0.157604412923562	0.154776980441818	0.127338622783818	0	0.0555802578923966	0.0157728706624606	0.0911577028258888	0.0698421567257997	0.129668049792531	0	0.105014439485429	0.066334991708126	0	0.0941346850108617	1.16144018583043	0	0.288912964969303	0.0784929356357928	0.327439423706614	0.214938205265986	0.449385052034059	0.253130828670397	0.189699326567391	0	0.418410041841004
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae	0.0649614291514413	0	0.131032976632453	0.0110405741098537	0.0349101064758248	0	0.0336021505376344	0.0229990800367985	0.141576215195847	0.050358806496286	0.104347826086957	0.35639073384092	0	0	0.156638717405326	0.0429184549356223	0.351117581570609	0.163056137898905	0.0207871396895787	0.0405597241938755	0.0283406546691229	0.0923361034164358	0.0205775430413609	0.00812677773262901	0.00824708259453218	0	0.0435455777046642	0.083559640693545	0.0181318183191804	0.204970535485524	0.0854103579470456	0.115977623140947	0.084091430318783	0.177746178457163	0.0328795949233905	0.0865301413325642	0.165165165165165	0.0295530107129664	0.0858369098712446	0.0472925041380941	0.0684150513112885	0	0.024740227610094	0	0	0.0806776926179911	0	0.0522466039707419	0.0219719857182093	0.0214523222138797	0.0321440051430408	0	0	0.025062656641604	0	0	0.0525854513584575	0	0	0.0536275185781046	0.0285449225718975	0	0.0450628062862615	0.350230414746544	0.101993509503941	0.157604412923562	0	0.0734645900675874	0	0.0555802578923966	0	0.0911577028258888	0.0558737253806398	0	0	0.0472564977684432	0	0	0.0506879073135409	1.16144018583043	0	0.0240760804141086	0	0.327439423706614	0.122123980264765	0.271996215704825	0.133226751931788	0.0853646969553258	0	0.0181917409496089
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax	0.0324807145757207	0	0.0436776588774842	0.00920047842487809	0.0174550532379124	0	0.0224014336917563	0.0114995400183993	0.0943841434638981	0	0.0347826086956522	0.17819536692046	0	0	0.128996590804386	0.0214592274678112	0.265479147041192	0.0931749359422315	0.0069290465631929	0.0202798620969377	0	0	0.00685918101378695	0.00812677773262901	0	0	0.0241919876137023	0.0417798203467725	0.00906590915959022	0.153727901614143	0.0388228899759298	0.0341110656296903	0.0305787019341029	0.142196942765731	0.0197277569540343	0.0576867608883761	0.105105105105105	0.0147765053564832	0.0343347639484979	0.0472925041380941	0.0228050171037628	0	0	0	0	0.0605082694634933	0	0.0223914017017465	0	0.0214523222138797	0.0321440051430408	0	0	0.012531328320802	0	0	0.0525854513584575	0	0	0.0306442963303455	0	0	0.00563285078578268	0.165898617511521	0.0834492350486787	0.00985027580772262	0	0.0538740327162308	0	0.0389061805246776	0	0	0.0279368626903199	0	0	0.0367550538199002	0	0	0.0506879073135409	0.232288037166086	0	0.0120380402070543	0	0	0.00976991842118118	0.271996215704825	0.0932587263522515	0.0474248316418477	0	0.0181917409496089
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bacteriovorax_sp._DB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00230968218773097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0214523222138797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bacteriovorax_sp._DB1|t__Unclassified_Bacteriovorax_sp._DB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00230968218773097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0214523222138797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bacteriovorax_sp._DF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00152893509670514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bacteriovorax_sp._DF2|t__Unclassified_Bacteriovorax_sp._DF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00152893509670514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bacteriovorax_sp._GSL371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0175284837861525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bacteriovorax_sp._NB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00856384345294168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bacteriovorax_sp._NB2|t__Unclassified_Bacteriovorax_sp._NB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00856384345294168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bacteriovorax_sp._NZ7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00856384345294168	0.0232937339855579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0228050171037628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bacteriovorax_sp._NZ7|t__Unclassified_Bacteriovorax_sp._NZ7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00856384345294168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0228050171037628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bacteriovorax_stolpii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00921404220031328	0	0	0.0232937339855579	0	0	0	0	0	0	0	0	0	0	0	0	0.00388228899759298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00563285078578268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00724112961622013	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bacteriovorax_stolpii|t__Unclassified_Bacteriovorax_stolpii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00921404220031328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00388228899759298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bdellovibrio_sp._Gunpowder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271996215704825	0	0.00948496632836953	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bdellovibrio_sp._Gunpowder|t__Unclassified_Bdellovibrio_sp._Gunpowder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271996215704825	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bdellovibrio_sp._SD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00388228899759298	0	0.00305787019341029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0185442744552619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bdellovibrio_sp._SD1|t__Unclassified_Bdellovibrio_sp._SD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00388228899759298	0	0.00305787019341029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Unclassified_Bacteriovorax	0.0324807145757207	0	0.0436776588774842	0.00920047842487809	0.0174550532379124	0	0.0224014336917563	0.0114995400183993	0.0943841434638981	0	0.0347826086956522	0.17819536692046	0	0	0.119782548604073	0.0214592274678112	0.248351460135309	0.0465874679711158	0.00461936437546194	0.0202798620969377	0	0	0.00685918101378695	0.00812677773262901	0	0	0.0241919876137023	0.0417798203467725	0.00906590915959022	0.153727901614143	0.0310583119807438	0.0341110656296903	0.0259918966439875	0.142196942765731	0.0197277569540343	0.0576867608883761	0.105105105105105	0.0147765053564832	0.0343347639484979	0.0472925041380941	0	0	0	0	0	0.0605082694634933	0	0.0223914017017465	0	0	0.0321440051430408	0	0	0.012531328320802	0	0	0.035056967572305	0	0	0.0306442963303455	0	0	0	0.165898617511521	0.0649049605934168	0.00985027580772262	0	0.0538740327162308	0	0.0389061805246776	0	0	0.0279368626903199	0	0	0.0367550538199002	0	0	0.0434467776973208	0.232288037166086	0	0.0120380402070543	0	0	0.00976991842118118	0	0.0932587263522515	0.0379398653134781	0	0.0181917409496089
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Unclassified_Bacteriovorax|t__	0.0324807145757207	0	0	0.00920047842487809	0.0174550532379124	0	0.0224014336917563	0	0.0943841434638981	0	0	0.17819536692046	0	0	0.119782548604073	0.0214592274678112	0.248351460135309	0	0.00461936437546194	0	0	0	0.00685918101378695	0.00812677773262901	0	0	0.0241919876137023	0.0417798203467725	0.00906590915959022	0	0.0310583119807438	0	0.0259918966439875	0	0.0197277569540343	0.0576867608883761	0.105105105105105	0	0.0343347639484979	0.0472925041380941	0	0	0	0	0	0	0	0.0223914017017465	0	0	0.0321440051430408	0	0	0	0	0	0	0	0	0.0306442963303455	0	0	0	0	0	0.00985027580772262	0	0.0538740327162308	0	0.0389061805246776	0	0	0.0279368626903199	0	0	0.0367550538199002	0	0	0	0	0	0.0120380402070543	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Unclassified_Bacteriovorax|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0120380402070543	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Deferrisoma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00921404220031328	0	0.00856384345294168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0456100342075257	0	0	0	0	0	0	0.00746380056724884	0	0	0	0	0	0	0	0	0	0	0	0.0229832222477591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0105014439485429	0	0	0	0	0	0	0	0.327439423706614	0.0293097552635435	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Deferrisoma|s__Deferrisoma_camini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00921404220031328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0456100342075257	0	0	0	0	0	0	0.00746380056724884	0	0	0	0	0	0	0	0	0	0	0	0.0229832222477591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0105014439485429	0	0	0	0	0	0	0	0.327439423706614	0.0293097552635435	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Deferrisoma|s__Deferrisoma_camini|t__Unclassified_Deferrisoma_camini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00921404220031328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0456100342075257	0	0	0	0	0	0	0.00746380056724884	0	0	0	0	0	0	0	0	0	0	0	0.0229832222477591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0105014439485429	0	0	0	0	0	0	0	0.327439423706614	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Deferrisoma|s__Unclassified_Deferrisoma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00856384345294168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Deferrisoma|s__Unclassified_Deferrisoma|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00856384345294168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Peredibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00685918101378695	0	0	0	0	0	0	0	0.00388228899759298	0.00682221312593805	0.00611574038682058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0552995391705069	0.0185442744552619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133226751931788	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Peredibacter|s__Bacteriovorax_sp._EPC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00458680529011543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Peredibacter|s__Bacteriovorax_sp._EPC3|t__Unclassified_Bacteriovorax_sp._EPC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00458680529011543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Peredibacter|s__Peredibacter_starrii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00152893509670514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Peredibacter|s__Peredibacter_starrii|t__Unclassified_Peredibacter_starrii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00152893509670514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Peredibacter|s__Unclassified_Peredibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00685918101378695	0	0	0	0	0	0	0	0.00388228899759298	0.00682221312593805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0552995391705069	0.0185442744552619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133226751931788	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Peredibacter|s__Unclassified_Peredibacter|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00685918101378695	0	0	0	0	0	0	0	0.00388228899759298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Unclassified_Bacteriovoracaceae	0.0324807145757207	0	0.0873553177549683	0.00184009568497562	0.0174550532379124	0	0.0112007168458781	0.0114995400183993	0.047192071731949	0.050358806496286	0.0695652173913043	0.17819536692046	0	0	0.0184280844006266	0.0214592274678112	0.0770745910764751	0.0698812019566736	0.0138580931263858	0.0202798620969377	0.0283406546691229	0.0923361034164358	0.00685918101378695	0	0.00824708259453218	0	0.0193535900909619	0.0417798203467725	0.00906590915959022	0.051242633871381	0.0427051789735228	0.0750443443853186	0.0473969879978595	0.0355492356914326	0.0131518379693562	0.0288433804441881	0.0600600600600601	0.0147765053564832	0.0515021459227468	0	0	0	0.024740227610094	0	0	0.0201694231544978	0	0.0223914017017465	0.0219719857182093	0	0	0	0	0.012531328320802	0	0	0	0	0	0	0.0285449225718975	0	0.0394299555004788	0.129032258064516	0	0.147754137115839	0	0.0195905573513566	0	0.016674077367719	0	0.0911577028258888	0.0279368626903199	0	0	0	0	0	0	0.929152148664344	0	0.0120380402070543	0	0	0.0830443065800401	0	0.0266453503863576	0.0379398653134781	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Unclassified_Bacteriovoracaceae|s__	0.0324807145757207	0	0.0873553177549683	0.00184009568497562	0.0174550532379124	0	0.0112007168458781	0.0114995400183993	0.047192071731949	0.050358806496286	0.0695652173913043	0.17819536692046	0	0	0.0184280844006266	0.0214592274678112	0.0770745910764751	0.0698812019566736	0.0138580931263858	0.0202798620969377	0.0283406546691229	0.0923361034164358	0.00685918101378695	0	0.00824708259453218	0	0.0193535900909619	0.0417798203467725	0.00906590915959022	0.051242633871381	0.0427051789735228	0.0750443443853186	0.0473969879978595	0.0355492356914326	0.0131518379693562	0.0288433804441881	0.0600600600600601	0.0147765053564832	0.0515021459227468	0	0	0	0.024740227610094	0	0	0.0201694231544978	0	0.0223914017017465	0.0219719857182093	0	0	0	0	0.012531328320802	0	0	0	0	0	0	0.0285449225718975	0	0.0394299555004788	0.129032258064516	0	0.147754137115839	0	0.0195905573513566	0	0.016674077367719	0	0.0911577028258888	0.0279368626903199	0	0	0	0	0	0	0.929152148664344	0	0.0120380402070543	0	0	0.0830443065800401	0	0.0266453503863576	0.0379398653134781	0	0
