ID	reERR4183438_taxonomic_profile	reERR4183439_taxonomic_profile	reERR4183440_taxonomic_profile	reERR4183441_taxonomic_profile	reERR4183442_taxonomic_profile	reERR4183443_taxonomic_profile	reERR4183444_taxonomic_profile	reERR4183445_taxonomic_profile	reERR4183446_taxonomic_profile	reERR4183447_taxonomic_profile	reERR4183448_taxonomic_profile	reERR4183449_taxonomic_profile	reERR4183450_taxonomic_profile	reERR4183451_taxonomic_profile	reERR4183452_taxonomic_profile	reERR4183453_taxonomic_profile	reERR4183454_taxonomic_profile	reERR4183455_taxonomic_profile	reERR4183456_taxonomic_profile	reERR4183457_taxonomic_profile	reERR4183458_taxonomic_profile	reERR4183459_taxonomic_profile	reERR4183460_taxonomic_profile	reERR4183461_taxonomic_profile	reERR4183462_taxonomic_profile	reERR4183463_taxonomic_profile	reERR4183464_taxonomic_profile	reERR4183465_taxonomic_profile	reERR4183466_taxonomic_profile	reERR4183467_taxonomic_profile	reERR4183468_taxonomic_profile	reERR4183469_taxonomic_profile	reERR4183470_taxonomic_profile	reERR4183471_taxonomic_profile	reERR4183472_taxonomic_profile	reERR4183473_taxonomic_profile	reERR4183474_taxonomic_profile	reERR4183475_taxonomic_profile	reERR4183476_taxonomic_profile	reERR4183477_taxonomic_profile	reERR4183478_taxonomic_profile	reERR4183479_taxonomic_profile	reERR4183480_taxonomic_profile	reERR4183481_taxonomic_profile	reERR4183482_taxonomic_profile	reERR4183483_taxonomic_profile	reERR4183484_taxonomic_profile	reERR4183485_taxonomic_profile	reERR4183486_taxonomic_profile	reERR4183487_taxonomic_profile	reERR4183488_taxonomic_profile	reERR4183489_taxonomic_profile	reERR4183490_taxonomic_profile	reERR4183491_taxonomic_profile	reERR4183492_taxonomic_profile	reERR4183493_taxonomic_profile	reERR4183494_taxonomic_profile	reERR4183495_taxonomic_profile	reERR4183496_taxonomic_profile	reERR4183497_taxonomic_profile	reERR4183498_taxonomic_profile	reERR4183499_taxonomic_profile
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Cetobacterium|s__Cetobacterium_somerae|t__GCF_000479045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00101	0.0	0.0	0.0	0.00563	0.00338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum|t__GCF_000158195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	0.0	0.00584	0.00764	0.0	0.0	0.00275	0.0	0.0	0.0	0.00243	0.0	0.0	0.0	0.00274	0.0037	0.0	0.0	0.0	0.00642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035	0.0	0.0	0.0	0.0	0.00429	0.0	0.0	0.0	0.02611	0.03944	0.0	0.00469	0.00896	0.01757	0.0	0.00761	0.0	0.00373	0.0	0.07593	0.0	0.03376	0.0	0.00673	0.01613	0.0	0.00963	0.03503	0.0436	0.02005	0.01683	0.0	0.05139
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichiaceae_unclassified	0.0	0.00584	0.00764	0.0	0.0	0.00275	0.0	0.0	0.0	0.00243	0.0	0.0	0.0	0.00274	0.0037	0.0	0.0	0.0	0.00642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035	0.0	0.0	0.0	0.0	0.00429	0.0	0.0	0.0	0.02611	0.03944	0.0	0.00469	0.00896	0.01757	0.0	0.00761	0.0	0.00373	0.0	0.07593	0.0	0.03376	0.0	0.00673	0.01613	0.0	0.00963	0.03503	0.0436	0.02005	0.01683	0.0	0.05139
k__Bacteria|p__Proteobacteria	4.52441	8.09979	29.27342	5.53702	6.54132	27.41126	8.86355	69.37425	2.71717	41.82287	17.22285	5.77432	33.43101	30.11798	11.71754	13.45417	14.98468	7.38164	17.88167	11.22197	9.83231	16.59808	3.67111	13.95563	67.38083	7.02714	4.22862	36.06731	54.31485	11.85983	14.67815	14.94043	44.99291	23.00211	20.12414	5.01189	10.37398	27.53741	26.35471	33.16274	13.01549	12.84004	27.40654	26.51914	18.70201	16.42596	13.9409	13.57226	17.94947	18.25488	14.13587	12.88631	42.51614	20.18267	19.28175	19.29146	18.25952	39.33306	40.08921	7.7848	22.09252	9.31262
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	4.34574	7.02798	5.13395	5.18524	4.13603	18.62968	6.41299	69.30873	2.43862	1.90752	8.83208	4.42899	32.77102	2.86499	6.10177	7.86543	14.78638	7.19012	14.94601	8.29476	7.19842	15.57772	3.64807	10.605	8.50917	7.01937	3.47225	14.8507	6.07478	8.0924	13.82345	14.50155	10.9619	5.94623	4.91537	4.69785	5.17647	13.57187	12.29275	5.59079	6.38181	6.00862	6.9467	6.09165	6.95391	4.80199	4.15689	4.10775	7.28071	7.38387	8.26572	7.75821	10.60117	5.37136	5.26885	17.41182	16.80467	6.23958	6.54901	2.03216	15.73913	8.14691
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	4.34574	7.02798	5.13395	5.18524	4.13603	18.62968	6.41299	69.30873	2.43862	1.90752	8.83208	4.42899	32.77102	2.86499	6.10177	7.86543	14.78638	7.19012	14.94601	8.29476	7.19842	15.57772	3.64807	10.605	8.50917	7.01937	3.47225	14.8507	6.07478	8.0924	13.82345	14.50155	10.9619	5.94623	4.91537	4.69785	5.17647	13.57187	12.29275	5.59079	6.38181	6.00862	6.9467	6.09165	6.95391	4.80199	4.15689	4.10775	7.28071	7.38387	8.26572	7.75821	10.60117	5.37136	5.26885	17.41182	16.80467	6.23958	6.54901	2.03216	15.73913	8.14691
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname	0.28221	0.0	0.0	2.95554	1.36832	0.0	0.0	0.0	1.63132	0.00478	0.12168	3.15329	22.75705	0.27524	0.0	0.0	10.54311	5.07606	0.0	0.0	0.0	11.75149	2.49068	0.0	0.0	0.5893	0.39882	0.0	0.02209	0.00907	9.94519	10.39391	0.0	0.0	0.0	3.49161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname	0.28221	0.0	0.0	2.95554	1.36832	0.0	0.0	0.0	1.63132	0.00478	0.12168	3.15329	22.75705	0.27524	0.0	0.0	10.54311	5.07606	0.0	0.0	0.0	11.75149	2.49068	0.0	0.0	0.5893	0.39882	0.0	0.0	0.00907	9.94519	10.39391	0.0	0.0	0.0	3.49161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47	0.28221	0.0	0.0	2.95554	1.36832	0.0	0.0	0.0	1.63132	0.00478	0.12168	3.15329	22.75705	0.27524	0.0	0.0	10.54311	5.07606	0.0	0.0	0.0	11.75149	2.49068	0.0	0.0	0.5893	0.39882	0.0	0.0	0.00907	9.94519	10.39391	0.0	0.0	0.0	3.49161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47|t__GCF_000144975	0.28221	0.0	0.0	2.95554	1.36832	0.0	0.0	0.0	1.63132	0.00478	0.12168	3.15329	22.75705	0.27524	0.0	0.0	10.54311	5.07606	0.0	0.0	0.0	11.75149	2.49068	0.0	0.0	0.5893	0.39882	0.0	0.0	0.00907	9.94519	10.39391	0.0	0.0	0.0	3.49161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Thiomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Thiomonas|s__Thiomonas_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	4.06353	7.02798	5.13395	2.2297	2.76771	18.62968	6.41299	69.30873	0.8073	1.90274	8.7104	1.27569	10.01398	2.58974	6.10177	7.86543	4.24326	2.11405	14.94601	8.29476	7.19842	3.82622	1.15738	10.605	8.50917	6.43006	3.07343	14.8507	6.05269	8.08333	3.87826	4.10763	10.9619	5.94623	4.91537	1.20624	5.17647	13.57187	12.29275	5.59079	6.38181	6.00862	6.9467	6.09165	6.95391	4.80199	4.15689	4.10775	7.28071	7.38387	8.26572	7.75821	10.60117	5.37136	5.26885	17.41182	16.80467	6.23958	6.54901	2.03216	15.73913	8.14691
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0.12044	0.0	0.0	1.15435	0.50314	0.0	0.0	0.0	0.8073	0.0	0.05484	1.27569	10.01398	0.11026	0.0	0.0	4.24326	2.11405	0.0	0.0	0.0	3.82622	1.15738	0.0	0.0	0.19032	0.20395	0.0	0.0	0.00552	3.87826	4.10763	0.0	0.0	0.0	1.15707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	0.12044	0.0	0.0	1.15435	0.50314	0.0	0.0	0.0	0.8073	0.0	0.05484	1.27569	10.01398	0.11026	0.0	0.0	4.24326	2.11405	0.0	0.0	0.0	3.82622	1.15738	0.0	0.0	0.19032	0.20395	0.0	0.0	0.00552	3.87826	4.10763	0.0	0.0	0.0	1.15707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis|t__GCF_000205025	0.12044	0.0	0.0	1.15435	0.50314	0.0	0.0	0.0	0.8073	0.0	0.05484	1.27569	10.01398	0.11026	0.0	0.0	4.24326	2.11405	0.0	0.0	0.0	3.82622	1.15738	0.0	0.0	0.19032	0.20395	0.0	0.0	0.00552	3.87826	4.10763	0.0	0.0	0.0	1.15707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	0.0	0.0	0.0	0.0	0.0	18.62968	0.0	69.30873	0.0	0.0	0.0	0.0	0.0	2.0644	0.0	0.0	0.0	0.0	14.94601	0.0	0.0	0.0	0.0	0.0	8.50917	6.23974	2.86948	14.8507	3.35385	8.07781	0.0	0.0	10.9619	5.94623	4.91537	0.0	0.0	0.0	0.0	0.0	4.17319	4.15156	0.0	0.0	4.37609	0.0	4.15689	4.10775	0.0	0.0	0.0	0.0	9.67317	4.50017	4.47151	17.41182	16.80467	6.23958	6.54901	0.0	11.44567	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	3.94309	7.02798	5.13395	1.07535	2.26457	0.0	6.41299	0.0	0.0	1.90274	8.65555	0.0	0.0	0.41508	6.10177	7.86543	0.0	0.0	0.0	8.29476	7.19842	0.0	0.0	10.605	0.0	0.0	0.0	0.0	2.69884	0.0	0.0	0.0	0.0	0.0	0.0	0.04917	5.17647	13.57187	12.29275	5.59079	2.20862	1.85706	6.9467	6.09165	2.57782	4.80199	0.0	0.0	7.28071	7.38387	8.26572	7.75821	0.928	0.87119	0.79734	0.0	0.0	0.0	0.0	2.03216	4.29346	8.14691
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis	0.0	0.0	0.0	0.0	0.0	18.62968	0.0	69.30873	0.0	0.0	0.0	0.0	0.0	2.0644	0.0	0.0	0.0	0.0	14.94601	0.0	0.0	0.0	0.0	0.0	8.50917	6.23974	2.86948	14.8507	3.35385	8.07781	0.0	0.0	10.9619	5.94623	4.91537	0.0	0.0	0.0	0.0	0.0	4.17319	4.15156	0.0	0.0	4.37609	0.0	4.15689	4.10775	0.0	0.0	0.0	0.0	9.67317	4.50017	4.47151	17.41182	16.80467	6.23958	6.54901	0.0	11.44567	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis|t__GCF_000297775	0.0	0.0	0.0	0.0	0.0	18.62968	0.0	69.30873	0.0	0.0	0.0	0.0	0.0	2.0644	0.0	0.0	0.0	0.0	14.94601	0.0	0.0	0.0	0.0	0.0	8.50917	6.23974	2.86948	14.8507	3.35385	8.07781	0.0	0.0	10.9619	5.94623	4.91537	0.0	0.0	0.0	0.0	0.0	4.17319	4.15156	0.0	0.0	4.37609	0.0	4.15689	4.10775	0.0	0.0	0.0	0.0	9.67317	4.50017	4.47151	17.41182	16.80467	6.23958	6.54901	0.0	11.44567	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.0	0.20238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0669	0.0	0.0	0.12079	2.04903	1.18198	1.04208	0.0	0.0	0.10411	2.17175	1.70086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15347	0.0	0.0	0.0	0.0	2.49613	2.66815	0.00659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07926	0.04731	0.0	0.0	0.84046	0.59909	0.02716	0.11691	0.10395	0.57056	0.46991	0.45704	0.40151	0.0	2.5415	0.75295
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.0	0.20238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0669	0.0	0.0	0.12079	2.04903	1.18198	1.04208	0.0	0.0	0.10411	2.17175	1.70086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15347	0.0	0.0	0.0	0.0	2.49613	2.66815	0.00659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07926	0.04731	0.0	0.0	0.84046	0.59909	0.02716	0.11691	0.10395	0.57056	0.46991	0.45704	0.40151	0.0	2.5415	0.75295
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.0	0.20238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0669	0.0	0.0	0.12079	2.04903	1.18198	1.04208	0.0	0.0	0.10411	2.17175	1.70086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15347	0.0	0.0	0.0	0.0	2.49613	2.66815	0.00659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07926	0.04731	0.0	0.0	0.84046	0.59909	0.02716	0.11691	0.10395	0.57056	0.46991	0.45704	0.40151	0.0	2.5415	0.75295
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12079	0.17536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03225	0.00583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02761	0.01752	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12079	0.16482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03225	0.00583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02761	0.01752	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia|t__GCF_000185705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	0.0	0.20238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0669	0.0	0.0	0.0	1.87366	1.18198	1.04208	0.0	0.0	0.10411	2.17175	1.70086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15347	0.0	0.0	0.0	0.0	2.46388	2.66231	0.00659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07926	0.04731	0.0	0.0	0.84046	0.59909	0.02716	0.11691	0.10395	0.57056	0.46991	0.42942	0.38398	0.0	2.5415	0.75295
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01009	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans|t__Desulfovibrio_desulfuricans_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01009	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger	0.0	0.20238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0669	0.0	0.0	0.0	1.87366	1.18198	1.04208	0.0	0.0	0.10411	2.17175	1.70086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15347	0.0	0.0	0.0	0.0	2.46388	2.66231	0.00659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07926	0.04731	0.0	0.0	0.84046	0.59909	0.02716	0.11691	0.10395	0.57056	0.45982	0.42942	0.38398	0.0	2.5415	0.75295
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger|t__GCF_000156375	0.0	0.20238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0669	0.0	0.0	0.0	1.87366	1.18198	1.04208	0.0	0.0	0.10411	2.17175	1.70086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15347	0.0	0.0	0.0	0.0	2.46388	2.66231	0.00659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07926	0.04731	0.0	0.0	0.84046	0.59909	0.02716	0.11691	0.10395	0.57056	0.45982	0.42942	0.38398	0.0	2.5415	0.75295
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.17867	0.23273	0.44312	0.26628	2.40529	0.0	0.0	0.02581	0.01432	0.0	0.0	0.31951	0.00085	0.06286	0.0	0.0	0.19831	0.01774	0.04287	0.00094	0.0	0.00274	0.02304	0.08414	0.0	0.0	0.11684	0.20293	0.02509	0.06179	0.35552	0.15175	0.04785	0.56696	0.45382	0.03627	0.0	1.20141	1.15966	1.97188	0.22668	0.17547	0.02053	0.00787	0.0	0.0	0.0238	0.0	0.5536	0.43674	0.52036	0.35804	1.05145	0.03652	0.013	0.21645	0.18493	0.74836	0.77007	0.62965	0.75801	0.17319
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.17867	0.23273	0.44312	0.26628	2.40529	0.0	0.0	0.02581	0.01432	0.0	0.0	0.31951	0.00085	0.06286	0.0	0.0	0.19831	0.01774	0.04287	0.00094	0.0	0.00274	0.02304	0.08414	0.0	0.0	0.11684	0.20293	0.02509	0.06179	0.35552	0.15175	0.04785	0.56696	0.45382	0.03627	0.0	1.20141	1.15966	1.97188	0.22668	0.17547	0.02053	0.00787	0.0	0.0	0.0238	0.0	0.5536	0.43674	0.52036	0.35804	1.05145	0.03652	0.013	0.21645	0.18493	0.74836	0.77007	0.62965	0.75801	0.17319
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57658	0.0
