"study_accession"	"sample_accession"	"experiment_accession"	"run_accession"	"tax_id"	"scientific_name"	"instrument_platform"	"library_name"	"library_strategy"	"fastq_ftp"	"submitted_ftp"	"sra_ftp"	"sample_alias"	"sample_title"
"PRJEB34360"	"SAMEA5953194"	"ERX4146790"	"ERR4183443"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/003/ERR4183443/ERR4183443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/003/ERR4183443/ERR4183443_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183443/NG-17261_WAL006_lib282167_6144_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183443/NG-17261_WAL006_lib282167_6144_6_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/003/ERR4183443"	"DogMetagenomeSample6"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953195"	"ERX4146791"	"ERR4183444"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/004/ERR4183444/ERR4183444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/004/ERR4183444/ERR4183444_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183444/NG-17261_WAL007_lib282168_6144_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183444/NG-17261_WAL007_lib282168_6144_6_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/004/ERR4183444"	"DogMetagenomeSample7"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953196"	"ERX4146792"	"ERR4183445"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/005/ERR4183445/ERR4183445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/005/ERR4183445/ERR4183445_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183445/NG-17261_WAL008_lib282169_6144_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183445/NG-17261_WAL008_lib282169_6144_3_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/005/ERR4183445"	"DogMetagenomeSample8"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953197"	"ERX4146793"	"ERR4183446"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/006/ERR4183446/ERR4183446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/006/ERR4183446/ERR4183446_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183446/NG-17261_WAL009_lib282170_6144_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183446/NG-17261_WAL009_lib282170_6144_7_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/006/ERR4183446"	"DogMetagenomeSample9"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953198"	"ERX4146794"	"ERR4183447"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/007/ERR4183447/ERR4183447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/007/ERR4183447/ERR4183447_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183447/NG-17261_WAL010_lib282171_6144_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183447/NG-17261_WAL010_lib282171_6144_3_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/007/ERR4183447"	"DogMetagenomeSample10"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953199"	"ERX4146795"	"ERR4183448"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/008/ERR4183448/ERR4183448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/008/ERR4183448/ERR4183448_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183448/NG-17261_WAL011_lib282172_6144_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183448/NG-17261_WAL011_lib282172_6144_7_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/008/ERR4183448"	"DogMetagenomeSample11"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953200"	"ERX4146796"	"ERR4183449"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/009/ERR4183449/ERR4183449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/009/ERR4183449/ERR4183449_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183449/NG-17261_WAL012_lib282173_6144_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183449/NG-17261_WAL012_lib282173_6144_7_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/009/ERR4183449"	"DogMetagenomeSample12"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953201"	"ERX4146797"	"ERR4183450"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/000/ERR4183450/ERR4183450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/000/ERR4183450/ERR4183450_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183450/NG-17261_WAL013_lib282174_6144_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183450/NG-17261_WAL013_lib282174_6144_7_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/000/ERR4183450"	"DogMetagenomeSample13"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953202"	"ERX4146798"	"ERR4183451"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/001/ERR4183451/ERR4183451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/001/ERR4183451/ERR4183451_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183451/NG-17261_WAL014_lib282175_6144_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183451/NG-17261_WAL014_lib282175_6144_7_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/001/ERR4183451"	"DogMetagenomeSample14"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953203"	"ERX4146799"	"ERR4183452"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/002/ERR4183452/ERR4183452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/002/ERR4183452/ERR4183452_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183452/NG-17261_WAL015_lib282176_6144_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183452/NG-17261_WAL015_lib282176_6144_7_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/002/ERR4183452"	"DogMetagenomeSample15"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953203"	"ERX4146800"	"ERR4183453"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/003/ERR4183453/ERR4183453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/003/ERR4183453/ERR4183453_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183453/NG-17261_WAL015_lib282176_6150_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183453/NG-17261_WAL015_lib282176_6150_1_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/003/ERR4183453"	"DogMetagenomeSample15"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953204"	"ERX4146801"	"ERR4183454"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/004/ERR4183454/ERR4183454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/004/ERR4183454/ERR4183454_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183454/NG-17261_WAL016_lib282177_6149_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183454/NG-17261_WAL016_lib282177_6149_7_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/004/ERR4183454"	"DogMetagenomeSample16"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953205"	"ERX4146802"	"ERR4183455"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/005/ERR4183455/ERR4183455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/005/ERR4183455/ERR4183455_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183455/NG-17261_WAL017_lib282178_6149_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183455/NG-17261_WAL017_lib282178_6149_7_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/005/ERR4183455"	"DogMetagenomeSample17"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953206"	"ERX4146803"	"ERR4183456"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/006/ERR4183456/ERR4183456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/006/ERR4183456/ERR4183456_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183456/NG-17261_WAL018_lib282179_6149_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183456/NG-17261_WAL018_lib282179_6149_7_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/006/ERR4183456"	"DogMetagenomeSample18"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953207"	"ERX4146804"	"ERR4183457"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/007/ERR4183457/ERR4183457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/007/ERR4183457/ERR4183457_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183457/NG-17261_WAL019_lib282180_6149_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183457/NG-17261_WAL019_lib282180_6149_7_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/007/ERR4183457"	"DogMetagenomeSample19"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953207"	"ERX4146805"	"ERR4183458"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/008/ERR4183458/ERR4183458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/008/ERR4183458/ERR4183458_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183458/NG-17261_WAL019_lib282180_6160_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183458/NG-17261_WAL019_lib282180_6160_1_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/008/ERR4183458"	"DogMetagenomeSample19"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953208"	"ERX4146806"	"ERR4183459"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/009/ERR4183459/ERR4183459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/009/ERR4183459/ERR4183459_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183459/NG-17261_WAL020_lib282181_6149_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183459/NG-17261_WAL020_lib282181_6149_7_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/009/ERR4183459"	"DogMetagenomeSample20"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953209"	"ERX4146807"	"ERR4183460"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/000/ERR4183460/ERR4183460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/000/ERR4183460/ERR4183460_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183460/NG-17261_WAL021_lib282182_6149_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183460/NG-17261_WAL021_lib282182_6149_7_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/000/ERR4183460"	"DogMetagenomeSample21"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953210"	"ERX4146808"	"ERR4183461"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/001/ERR4183461/ERR4183461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/001/ERR4183461/ERR4183461_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183461/NG-17261_WAL022_lib282183_6149_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183461/NG-17261_WAL022_lib282183_6149_6_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/001/ERR4183461"	"DogMetagenomeSample22"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953211"	"ERX4146809"	"ERR4183462"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/002/ERR4183462/ERR4183462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/002/ERR4183462/ERR4183462_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183462/NG-17261_WAL023_lib282184_6149_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183462/NG-17261_WAL023_lib282184_6149_6_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/002/ERR4183462"	"DogMetagenomeSample23"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953212"	"ERX4146810"	"ERR4183463"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/003/ERR4183463/ERR4183463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/003/ERR4183463/ERR4183463_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183463/NG-17261_WAL024_lib282185_6149_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183463/NG-17261_WAL024_lib282185_6149_6_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/003/ERR4183463"	"DogMetagenomeSample24"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953213"	"ERX4146811"	"ERR4183464"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/004/ERR4183464/ERR4183464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/004/ERR4183464/ERR4183464_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183464/NG-17261_WAL025_lib282186_6149_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183464/NG-17261_WAL025_lib282186_6149_6_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/004/ERR4183464"	"DogMetagenomeSample25"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953214"	"ERX4146812"	"ERR4183465"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/005/ERR4183465/ERR4183465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/005/ERR4183465/ERR4183465_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183465/NG-17261_WAL026_lib282187_6149_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183465/NG-17261_WAL026_lib282187_6149_6_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/005/ERR4183465"	"DogMetagenomeSample26"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953215"	"ERX4146813"	"ERR4183466"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/006/ERR4183466/ERR4183466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/006/ERR4183466/ERR4183466_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183466/NG-17261_WAL027_lib282188_6149_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183466/NG-17261_WAL027_lib282188_6149_6_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/006/ERR4183466"	"DogMetagenomeSample27"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953216"	"ERX4146814"	"ERR4183467"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/007/ERR4183467/ERR4183467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/007/ERR4183467/ERR4183467_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183467/NG-17261_WAL028_lib282189_6150_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183467/NG-17261_WAL028_lib282189_6150_3_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/007/ERR4183467"	"DogMetagenomeSample28"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953217"	"ERX4146815"	"ERR4183468"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/008/ERR4183468/ERR4183468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/008/ERR4183468/ERR4183468_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183468/NG-17261_WAL029_lib282190_6150_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183468/NG-17261_WAL029_lib282190_6150_3_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/008/ERR4183468"	"DogMetagenomeSample29"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953217"	"ERX4146816"	"ERR4183469"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/009/ERR4183469/ERR4183469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/009/ERR4183469/ERR4183469_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183469/NG-17261_WAL029_lib282190_6163_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183469/NG-17261_WAL029_lib282190_6163_4_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/009/ERR4183469"	"DogMetagenomeSample29"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953218"	"ERX4146817"	"ERR4183470"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/000/ERR4183470/ERR4183470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/000/ERR4183470/ERR4183470_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183470/NG-17261_WAL030_lib282191_6150_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183470/NG-17261_WAL030_lib282191_6150_3_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/000/ERR4183470"	"DogMetagenomeSample30"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953219"	"ERX4146818"	"ERR4183471"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/001/ERR4183471/ERR4183471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/001/ERR4183471/ERR4183471_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183471/NG-17261_WAL031_lib282192_6150_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183471/NG-17261_WAL031_lib282192_6150_3_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/001/ERR4183471"	"DogMetagenomeSample31"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953219"	"ERX4146819"	"ERR4183472"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/002/ERR4183472/ERR4183472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/002/ERR4183472/ERR4183472_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183472/NG-17261_WAL031_lib282192_6163_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183472/NG-17261_WAL031_lib282192_6163_4_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/002/ERR4183472"	"DogMetagenomeSample31"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953220"	"ERX4146820"	"ERR4183473"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/003/ERR4183473/ERR4183473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/003/ERR4183473/ERR4183473_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183473/NG-17261_WAL032_lib282193_6150_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183473/NG-17261_WAL032_lib282193_6150_3_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/003/ERR4183473"	"DogMetagenomeSample32"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953221"	"ERX4146821"	"ERR4183474"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/004/ERR4183474/ERR4183474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/004/ERR4183474/ERR4183474_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183474/NG-17261_WAL033_lib282194_6150_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183474/NG-17261_WAL033_lib282194_6150_3_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/004/ERR4183474"	"DogMetagenomeSample33"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953222"	"ERX4146822"	"ERR4183475"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/005/ERR4183475/ERR4183475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/005/ERR4183475/ERR4183475_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183475/NG-17261_WAL034_lib282195_6150_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183475/NG-17261_WAL034_lib282195_6150_8_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/005/ERR4183475"	"DogMetagenomeSample34"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953222"	"ERX4146823"	"ERR4183476"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/006/ERR4183476/ERR4183476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/006/ERR4183476/ERR4183476_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183476/NG-17261_WAL034_lib282195_6163_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183476/NG-17261_WAL034_lib282195_6163_4_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/006/ERR4183476"	"DogMetagenomeSample34"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953223"	"ERX4146824"	"ERR4183477"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/007/ERR4183477/ERR4183477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/007/ERR4183477/ERR4183477_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183477/NG-17261_WAL035_lib282196_6150_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183477/NG-17261_WAL035_lib282196_6150_8_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/007/ERR4183477"	"DogMetagenomeSample35"	"DogMetagenomeSample"
