X.mOTUs2_clade	CSM67UH7	CSM7KOON	CSM7KOOP	CSMAHYLR	HSM5MD5D	HSM5MD6Q	HSM5MD6W	HSM67VF3	HSM67VFX	HSM67VFZ	HSM67VGK	HSM67VI7	HSM67VI9	HSM67VIB	HSM6XRRJ	HSM6XRTG	HSM6XRUL	HSM6XRUN	HSM6XRVC	HSM6XRVK	HSM7CYXI	HSM7CYXO	HSM7CYZJ	HSM7CZ1A	HSM7CZ1C	HSM7CZ1E	HSM7CZ24	HSM7CZ28	HSM7CZ2A	HSM7J4HC	HSM7J4HW	HSM7J4HY	HSM7J4KO	HSM7J4LD	HSM7J4LN	HSM7J4NY	HSM7J4O5	HSM7J4R2	HSMA33NY	HSMA33SE	HSMA33SG	MSM6J2JR	MSM6J2JZ	MSM6J2K6	MSM6J2KA	MSM6J2QF	MSM6J2QH	MSM6J2RM	MSM6J2RU	MSM79H58	MSM79H5E	MSM79H5M	MSM79H5S	MSM79H5U	MSM79H6D	MSM79H6L	MSM79H83	MSM79H8H	MSM79H9A	MSM79HA7	MSM79HBL	MSM79HC8	MSM79HCP	MSM9VZGO	MSM9VZHB	MSM9VZHN	MSM9VZHP	MSM9VZHR	MSM9VZJZ	MSM9VZKE	MSM9VZL7	MSM9VZLJ	MSM9VZMI	MSM9VZMS	MSM9VZMW	MSM9VZNL	MSM9VZOI	MSM9VZOO	MSM9VZPT	MSMA26BB	MSMA26BF	MSMA26BH	MSMA26BJ	MSMA26BN	MSMA26BR	MSMA26BV	MSMA26DI	MSMAPC5H	MSMAPC6M	MSMAPC7T	MSMB4LZX	MSMB4LZZ	PSM6XBTR	PSM7J154	PSM7J15M	PSM7J17V	PSM7J19P	PSM7J19R	PSM7J1DL	PSMA265L
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae bacterium D16	0	0	0	0	0.0052767551	0	0	0	0.0008032242	0.0007564632	0	0.0006595166	0.0017697103	0.0003523869	0	0	0	0	0	0	0	0	0	0	0	0	0.0009046516	0.0015389668	0.001653301	0	0	0.0005871301	0	0	0	0.0004261707	0.0015459296	0	0.0031410846	0.0005842533	0.0008878969	0	0	0	0	0	0.0002889466	0	0	0	0	0	0.0005978355	0.0006015181	0	0	0.0001015213	0	0	0	0	0	0	0	0	0	0	0	0	0.0003622695	0	6.69143e-05	0	0	0	0	0	0.0003361089	0.0001277823	0	0	0	0	0.0010046932	0.0013286714	0.0005637824	0.0003747156	0.0002521998	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae bacterium D5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002204139	0	0	0.0007646314	0	0	0.0007026832	0	0	0	0	0.0010181959	0.0006838658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002065279	0	0	0	0.0002027957	0.0004478425	0	0	0.0002151489	0	0	0.0008359631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001895414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_15365]	0	0	0	0	0	0	0	0	0	0	0.0004591656	0	0	0	0	0.000455485	0	0.0012225424	0.0001477215	0.0019961885	0	0	0	0	0	0	0	0	0	0.0005149515	0	0	0	0	0	0	0	0.000655608	0.0004861782	0.0008222261	0.0003419672	0	0.0002643836	0.0002460899	0.0003133972	0	0	0	0.0004944404	0	0.0002546788	0.0006321213	0	0	0.0002879943	0	0	0.0009648465	0	0.0001295415	0	0	0	0	0	0	0	0	0.0004156585	0.0005120556	0	0.0004522163	0.0001727024	0	0	0	0	0	0	0	0	0	0	0.0006735706	0.0009634326	0.0006301097	0.0002581694	0.0008304041	0	0.0012830836	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_15438]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003969939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16198]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001954149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010773668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16202]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002789309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002198473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16217]	0	0	0	0	0	0.0026066312	0	0	0	0.0012260963	0	0	0	0	0	0.0004814663	0	0	0	0	0	0	0	0	0	0	0.0003864453	0.000620499	0.0012880985	0	0.0006914883	0	0	0	0	0.0005978432	0.0003484833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16247]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007223856	0	0.0011926797	0	0	0	0	0	0	0.000267197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006554584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16252]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012696969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16259]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004891342	0	0	0	0	0	0	0	0	0	0	0	0	0.0003149805	0	0	0.0002135855	0	0	0	0	0.0003509245	0.0001362088	0	0.0002646793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16260]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001219813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001816142	0	0	0	0	0	0	0	0.0002305742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16263]	0	0.0007974191	0.0009105132	0.0005067422	0.0015967072	0	0	0	0.0010782708	0.0006697585	0	0.0008483603	0	0	0	0	0	0	0	0	0	0	0	0	0.0006183692	0	0.0004911257	0.0008732438	0	0	0	0.0009917508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000767275	0.0004449858	0	0	0.000175046	0	0.0009631944	0.0017662223	0	0	0.0004098561	0	0	0	0.0002725195	0	0.0007911594	0	0	0.0007456743	0.0005954125	0.0012976826	0	0	0.0012542762	0.0004536407	0	0.0008137933	0.0005336734	0	0.0012872108	0.0008714832	0.0002283942	0.0007472083	0.0004536324	0.0010371737	0.0007031306	0	0	0	0	0	0.0004110022	0	0.0012347268	0.0022048951	0.0005766987	0.0003732257	0	0.0009534985	0.0006445934	0.000852752	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16264]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000452846	0	0	0	0	0	0	0	0.0007725403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002871623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16287]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002870442	0	0	0	0	0	0	0.0001308141	0	0	0	0	0	0	0.0023924162	0	0	0	0	0	0	0	0	0.0017395141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0184631883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16292]	0	0.0002980205	0.0002534378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005381343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006070227	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16294]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005183699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003399863	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004824232	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001793259	0	0	0	0	0	0	0.0002283942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006209133	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16301]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011301065	0	0	0	0	0	0	0	0	0.0009489605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004979938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16303]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007310251	0	0	0	0	0	0	0	0	0.0002970404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001350918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16340]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000422899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16365]	0.0003972944	0	0	0	0	0	0	0	0.000653289	0.0008857843	0	0.0004569248	0.0006022503	0.0005550998	0	0.0003437683	0	0	0	0	0	0	0	0.0002968184	0.0006510644	0	0.00089757	0.0021987749	0.0006741573	0	0.0007179965	0.0004556753	0	0	0	0.0003202168	0.0005773141	0	0	0	0.0010447104	0	0	0	0.0002197011	0	0	0	0	0.000258998	0	0.0002772534	0	0	0	0	0	0	0	0.0001182349	0	0.0004119313	0	0	0	0	0	0	0	0	0	0.0003180398	0	0	0	0.0003312785	0	0	0	0.000312854	0	0	0	0.000410283	0	0	0	0	0.0003709245	0	0.001118727	0	0	0	0	0	0	0.0003281437	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16378]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003576783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005062346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16413]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006175755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16425]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005194904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16449]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002262155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009446465	0	0	0	0	0	0	0	0	0.000266193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006503942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16451]	0	0	0.000526171	0.0005377724	0.0006175867	0	0	0	0	0	0.0001850537	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000994701	0	0	0	0	0	0	0	0	0	0	0.0003360303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003740283	0	0	0.0003930111	0.0004084675	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_17317]	0	0.0001892474	0	0.0001643637	0.0003097602	0	0	0	0	0	0	0	0	0.0002119892	0	0	0.0010728535	0	0	0	0	0	0	0.000898382	0	0.0003711898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005640054	0	0	0.0001681128	0.0001652506	0	0	0.0001638138	0	0	5.68947e-05	0	0	0.0006279844	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001210543	0	0	0	0	0	0	0	0	0	0.0004081791	0	0	0	0	0.0001001864	0.0002244245	0.0001864354	0	0.0002205307	0	0	0.0002441713	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_17318]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176124	0	0	0	0	0	0	9.32868e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000574988	0.0001430338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002756852	0	0	0	0	0	0.0001930214	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_17393]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015257663	0.000999672	0	0.00126096	0.0004965397	0.0006805531	0	0	0	0.0015670497	0.0005612359	0.0007067584	0.0012325968	0	0	0.0004410561	0.0002661844	0.0001389905	0.001486692	0.0004386755	0.0003168001	0.0005993939	0.0012269433	0	0.0004279416	0.0004340039	0	0.0006382472	0.0002712487	0.0011363234	0	0.0005287635	0.0002852966	0.0003721818	0.000393324	0	0.0027516027	0	0	0.0009889691	0.0002189696	0	0.0005246879	0.0003789074	0	0	0	0.000320891	0.0009959109	0.0004969481	0.0009246105	0.0006983354	0.0006928062	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_17414]	0	0.0006151182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000405344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006926742	0.0006929963	0.000516941	0	0	0	0.0002729633	0	0.000317594	0.0001778542	0	0	0.0013428936	0	0.0006595882	0	0	0.0011026095	0	0	0.0004002923	0	0	0.0009050239	0.0007897356	0	0	0	0.0008977757	0.0003780893	0	0.0005033448	0.000888699	0	0.0012276472	0	0	0.000363065	0	0.0011519426	0	0	0	0	0	0	0.000308674	0	0.0003707415	0	0.0012801459	0.0007304533	0	0	0	0	0.0008823232	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_17432]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005617046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_17435]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015510182	0	0	0	0	0	0.0020308134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_17442]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003308561	0.0003750772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003237531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_17453]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023179052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_17468]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002096629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004751043	0	0	0	0	0	0	0	0.0015185975	0	0	0	0.0012277883	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_17469]	0	0	0	0	0.0003744003	0	0	0	0.0004597484	0.0007737441	0	0.000447551	0.0002146841	0.0007516681	0	0	0	0	0	0	0	0	0.0122917397	0	0	0	0.0005375456	0.0014317252	0.0006087817	0	0.0007086692	0	0	0	0	0.0008492282	0.0004499571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014431468	0.0026666936	0	0	0.0012523514	0.0047332457	0	0.0006748766	0	0	0.0021723745	0.0084419898	0.0069717145	0.0024643749	0.0051439311	0.0069779523	0.0170653319	0	0	0.0040433244	0	0.0124316419	0.0018839168	0.0009029396	0.0019007998	0	0	0	0	0.0035331079	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_17475]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009863608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_17494]	0	0.00030891	0.0001973777	0	0	0.0014456443	0	0.0005058195	0.0004310558	0.0006112791	0	0.0005452237	0.0008147437	0.0023028328	0	0	0	0	0	0	0	0.0010426123	0.0012295108	0	0.000258354	0	0.00059445	0.0028295179	0.0014311711	0	0.001114955	0.0004490722	0	0	0	0.0036014211	0.005028551	0	0	0.000481403	0.0007855443	0	0.000623634	0.0005674406	0.0005240412	0.0007226028	0.0007302765	0	0.0005975405	0.0015280449	0	0	0.0003485695	0.0004645791	0.0006249943	0.0002967302	0.0002527674	0	0.0013873769	0.0004385078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016597845	0	0	0	0	0	0	0	0	0	0	0	0	0.0003195592	0	0	0	0	0.0002348942	0.0006849449	0	0
