X.mOTUs2_clade	reERR3589553	reERR3589554	reERR3589555	reERR3589556	reERR3589557	reERR3589558	reERR3589559	reERR3589560	reERR3589561	reERR3589562	reERR3589563	reERR3589564	reERR3589565	reERR3589566	reERR3589567	reERR3589568	reERR3589569	reERR3589570	reERR3589571	reERR3589572	reERR3589573	reERR3589574	reERR3589575	reERR3589576	reERR3589577	reERR3589578	reERR3589579	reERR3589580	reERR3589581	reERR3589582	reERR3589583	reERR3589584	reERR3589585	reERR3589586	reERR3589587	reERR3589588	reERR3589589	reERR3589590	reERR3589591	reERR3589592	reERR3589593
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__Gammaproteobacteria species incertae sedis [meta_mOTU_v3_13915]	0	0	0	0	0	0	0	0	0	9.13797e-05	0.0004506113	6.16675e-05	0	0	8.46116e-05	0	0	0	0	0	0	0	0	1.50942e-05	0	0	0	0	0	2.4637e-05	0.0121334548	0.0001762918	3.7071e-05	0	1.72428e-05	0	2.05266e-05	0	0.0095037884	0.0002276867	7.12426e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__Gammaproteobacteria species incertae sedis [meta_mOTU_v3_13947]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.27664e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__Gammaproteobacteria species incertae sedis [meta_mOTU_v3_14068]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001719528	3.69234e-05	0	0	0	0	0	0	0.000102848	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__Gammaproteobacteria species incertae sedis [meta_mOTU_v3_14097]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63181e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__Gammaproteobacteria species incertae sedis [meta_mOTU_v3_14151]	5.02302e-05	0	0	0	0	0	0	8.07067e-05	0	0	5.28513e-05	0	0	0	0.0001445111	0	0	0.000143521	0	0	0.0002013755	8.40904e-05	0	0	0	0	5.77469e-05	0	0	0	0	5.09453e-05	0.0005119744	0.0001089795	0	0	7.96251e-05	0	0	0	0.0002760879
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__Gammaproteobacteria species incertae sedis [meta_mOTU_v3_14160]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3548e-05	0	0	0	0	0	0.0001084256	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__Gammaproteobacteria species incertae sedis [meta_mOTU_v3_14174]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00941e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__Gammaproteobacteria species incertae sedis [meta_mOTU_v3_14175]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19165e-05	1.6534e-05	0	0	0	0	0	0	1.4063e-05	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__Gammaproteobacteria species incertae sedis [meta_mOTU_v3_14212]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025897746	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__Gammaproteobacteria species incertae sedis [meta_mOTU_v3_14284]	0	0	0	0	0	0	0	0	0	0.0035028232	0.0016257013	0.0001673962	0	0	1.64561e-05	0	0	0	0	0	0	0	2.10282e-05	0.0029937565	0	0	0	0	0	0.0117251652	0.0026929254	0.0004046583	2.17706e-05	1.96185e-05	9.21125e-05	0	0	0	0.0028367356	0.0009904701	9.15598e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__Gammaproteobacteria species incertae sedis [meta_mOTU_v3_14319]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001544437	8.09972e-05	0	0	0	0	0	0	0.0001413767	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__Gammaproteobacteria species incertae sedis [meta_mOTU_v3_14328]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45256e-05	1.55563e-05	0	0	0	0	0	0	4.86205e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__Gammaproteobacteria species incertae sedis [meta_mOTU_v3_14362]	0.0041720679	0.0015878346	0.0011805876	0.000523766	0	0.0005410723	0.0021548981	0.000398273	0.000150007	1.79884e-05	0	0	0.0024412063	0.0022434335	0.0008529921	0	0.0011349599	0	0.0074391351	0.0059549862	0.001777659	0.0010896956	0	0.0007075783	0.0006445961	0.0080028036	0.0013842245	0.0010779464	0	1.56181e-05	0	0	0	0.0046198107	0.0013125088	0	0.0015506758	0.0057444153	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__Gammaproteobacteria species incertae sedis [meta_mOTU_v3_14416]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20894e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__Gammaproteobacteria species incertae sedis [meta_mOTU_v3_14472]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001263944	5.28352e-05	0	0	0	0	0	0	0.0001952503	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__SAR86 cluster bacterium REDSEA-S09_B4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001011038	0	0	0	0	0	0	1.02665e-05	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__SAR86 cluster bacterium SAR86A [meta_mOTU_v3_12999]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.87964e-05	0	0	0	0	0	0	0	6.20528e-05	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__SAR86 cluster bacterium SAR86A [meta_mOTU_v3_13534]	0	0	0	0	0	0	0	0	0	0	0	0	1.81024e-05	0	0	0	0	0	0	0	0	0	0	2.62444e-05	0	0	0	0	0	0	0.0001721919	0	0	0	1.86868e-05	0	0	0	0.0002052823	0.0001587259	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__SAR86 cluster bacterium SAR86A [meta_mOTU_v3_13583]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006923826	0.0001714439	0	0	0	0	0	0	0.0006267876	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__SAR86 cluster bacterium SAR86E [meta_mOTU_v3_13292]	0	0	0	0	0	0	0	0	0	0	9.41651e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163226931	0.0028747149	2.11496e-05	0	0	0	0	0	0.0120690283	1.58894e-05	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__SAR86 cluster bacterium SAR86E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013384032	0.0002573691	0	0	0	0	0	0	0.0007521446	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__SAR86 cluster bacterium	1.47094e-05	2.06958e-05	0.0006269232	2.24758e-05	0.0015776178	9.2607e-05	1.57406e-05	6.33539e-05	1.51977e-05	0	0	0	0	0	0	0.0374401903	0.000237776	1.4101e-05	0.0001261426	3.52167e-05	1.92636e-05	5.21507e-05	0.0001553467	4.54304e-05	0	0.0013270582	4.18888e-05	0.0041448928	0.000147424	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__gamma proteobacterium SCGC AAA076-P09	0	7.2279e-06	0	0	0	0	0	0	0	6.54876e-05	2.50943e-05	0.0001672036	0.0001288384	1.38526e-05	1.63005e-05	0	0	0	0	0	0	0	0	0.0002550618	0	0	1.68033e-05	0	0	9.50491e-05	0.0009654515	2.18045e-05	5.55689e-05	0	0.0002024914	1.08474e-05	0	0	0.0012199698	0.001240798	2.77268e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__gamma proteobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3567e-06	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Pseudohongiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.22735e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Pseudohongiella|s__Pseudohongiella species incertae sedis [meta_mOTU_v3_13021]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.22735e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25745e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Sinobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25745e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Sinobacteraceae|g__Nevskia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25745e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Sinobacteraceae|g__Nevskia|s__Nevskia ramosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25745e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	0.108838773	0.0811528659	0.0418780321	0.0538831555	0.0187514794	0.1283839645	0.0655200868	0.010551952	0.0083823733	0.00815987	0.0019958911	0.0105003915	0.1113124574	0.1128258654	0.0107018558	0.0274187668	0.0797736187	0.0033131529	0.077120217	0.1123938271	0.0463870379	0.0274815625	0.0038381846	0.0112945911	0.0636019256	0.069965425	0.0664837065	0.0367026094	0.0519635193	0.0030017937	0.0053229592	0.0001403353	0.0053491744	0.1966301286	0.0514198858	0.0588178972	0.0546471464	0.1231011021	0.0009452748	0.0172936068	0.0314202691
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae	1.73343e-05	1.54011e-05	0	0	0	0	0	4.7701e-06	0	0	0	0	1.80994e-05	1.57935e-05	3.30411e-05	0	0	3.14354e-05	0	0	0	0	0	0	0	0	0.0001171263	0	0	0	0	5.65567e-05	0.000101388	0	0	0	0	0	0	0	3.24635e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax	1.73343e-05	1.54011e-05	0	0	0	0	0	4.7701e-06	0	0	0	0	1.80994e-05	1.57935e-05	3.30411e-05	0	0	3.14354e-05	0	0	0	0	0	0	0	0	0.0001171263	0	0	0	0	5.65567e-05	0.000101388	0	0	0	0	0	0	0	3.24635e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax borkumensis	1.73343e-05	0	0	0	0	0	0	0	0	0	0	0	1.80994e-05	1.57935e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15785e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax jadensis	0	0	0	0	0	0	0	4.7701e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07059e-05	4.16999e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.6092e-06	0	0	1.71254e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12734e-05	1.55439e-05	0	0	0	0	0	0	0	1.02099e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax species incertae sedis [meta_mOTU_v3_12616]	0	1.54011e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.44318e-05	0	0	1.431e-05	0	0	0	0	0	0	0	0	0.0001171263	0	0	0	0	2.45774e-05	2.25657e-05	0	0	0	0	0	0	0	2.22536e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae	6.5253e-06	8.2904e-06	0	5.6711e-06	0	0	0	1.17618e-05	0	0	1.46313e-05	0	1.84087e-05	1.75221e-05	5.58793e-05	9.0819e-06	0	4.43783e-05	5.0482e-06	0	1.53674e-05	1.1959e-05	0	0	9.1629e-06	2.68397e-05	1.13681e-05	0	0	0	0	3.29158e-05	9.51559e-05	5.83361e-05	5.8269e-06	9.1219e-06	1.2893e-05	1.17145e-05	4.0808e-06	8.6035e-06	6.90233e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Chromohalobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4999e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Chromohalobacter|s__Chromohalobacter israelensis/salexigens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4999e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Cobetia	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3154e-06	0	0	0	5.3569e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Cobetia|s__Cobetia amphilecti	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3154e-06	0	0	0	5.3569e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas	6.5253e-06	8.2904e-06	0	5.6711e-06	0	0	0	1.17618e-05	0	0	1.46313e-05	0	1.84087e-05	1.42067e-05	3.4621e-05	9.0819e-06	0	3.90214e-05	5.0482e-06	0	1.53674e-05	1.1959e-05	0	0	9.1629e-06	2.68397e-05	1.13681e-05	0	0	0	0	3.29158e-05	7.98609e-05	5.83361e-05	5.8269e-06	9.1219e-06	1.2893e-05	1.17145e-05	4.0808e-06	8.6035e-06	2.76589e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1629e-06	1.34198e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas sp.	6.5253e-06	8.2904e-06	0	5.6711e-06	0	0	0	0	0	0	0	0	1.84087e-05	1.42067e-05	1.40225e-05	9.0819e-06	0	0	5.0482e-06	0	0	0	0	0	0	1.34198e-05	1.13681e-05	0	0	0	0	1.12991e-05	3.01887e-05	5.83361e-05	5.8269e-06	9.1219e-06	1.2893e-05	1.17145e-05	4.0808e-06	0	2.76589e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas species incertae sedis [ext_mOTU_v3_22354]	0	0	0	0	0	0	0	0	0	0	1.46313e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30546e-05	0	0	0	0	0	0	8.6035e-06	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas species incertae sedis [ext_mOTU_v3_28619]	0	0	0	0	0	0	0	1.17618e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1959e-05	0	0	0	0	0	0	0	0	0	1.05009e-05	1.54132e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas zincidurans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05985e-05	0	0	3.90214e-05	0	0	1.53674e-05	0	0	0	0	0	0	0	0	0	0	1.11158e-05	2.12043e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Salinicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12583e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52949e-05	0	0	0	0	0	0	0	2.63655e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Salinicola|s__Salinicola sp. MIT1003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12583e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52949e-05	0	0	0	0	0	0	0	2.63655e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae	0.1000309012	0.0500557241	0.0335896074	0.0476474003	0.0156306394	0.1128029824	0.0535051563	0.0089519074	0.0069430074	0.0065883598	0.001326781	0.0105003915	0.1098339313	0.1103633787	0.0099868625	0.0257156998	0.0702087506	0.0022287954	0.0596008562	0.0919703737	0.0397836868	0.0224054156	0.0024940224	0.0079111921	0.062452239	0.0657956663	0.046431519	0.0306254256	0.0435036078	0.0025546347	0.0053229592	4.49307e-05	0.0050158965	0.1939527786	0.0457290355	0.0580024696	0.0506648426	0.1097083268	0.000941194	0.0172850032	0.0303412028
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Neptuniibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25194e-05	0	0	0	0	1.09241e-05	0	0	1.38459e-05	0	0	0	0	8.2139e-06	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Neptuniibacter|s__Neptuniibacter pectenicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25194e-05	0	0	0	0	1.09241e-05	0	0	1.38459e-05	0	0	0	0	8.2139e-06	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oceanospirillaceae gen. incertae sedis	0.1000309012	0.0500557241	0.0335896074	0.0476474003	0.0156066504	0.1128029824	0.0535051563	0.0089226655	0.0069430074	0.0065249624	0.0011700736	0.0105003915	0.109814191	0.1103633787	0.0099692414	0.0257156998	0.0702087506	0.0021860057	0.0596008562	0.0919703737	0.0397449595	0.0223873573	0.0024940224	0.0079043247	0.062452239	0.0656777383	0.0463477414	0.0306013746	0.0435036078	0.0025097878	0.0052575179	4.49307e-05	0.0049793479	0.1939191971	0.0457290355	0.0580024696	0.0506648426	0.1097083268	0.00090002	0.0172850032	0.0302665086
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oceanospirillaceae gen. incertae sedis|s__Oceanospirillaceae bacterium ASP10-02a	7.91506e-05	3.43999e-05	0	1.05811e-05	0	0.000289043	0.0002424007	3.78115e-05	0	8.4277e-06	0	0	3.36915e-05	2.22537e-05	0	0	0	0	0	0.0005615913	1.5094e-05	2.65012e-05	0	0	1.41541e-05	0	0	1.43591e-05	0	2.1625e-05	0	0	0	8.49599e-05	6.1764e-06	0	5.07889e-05	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oceanospirillaceae gen. incertae sedis|s__Oceanospirillaceae species incertae sedis [ext_mOTU_v3_15158]	0.0002205233	0	0	0	0	0	0	0	0	1.72197e-05	6.65965e-05	0.0006781439	0.00244258	0	2.5299e-05	1.47787e-05	0	1.30894e-05	0	0	0	0	0	9.5653e-06	1.33655e-05	0.0069257042	0.0001693522	0	0	2.88334e-05	0.0008037905	1.2813e-05	0.0003336798	0.0001305675	0	1.75068e-05	0	2.4816e-05	0.0001610391	2.32579e-05	0.0006805884
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oceanospirillaceae gen. incertae sedis|s__Oceanospirillaceae species incertae sedis [ext_mOTU_v3_15159]	8.27274e-05	0	0	0	0	0	0	0	0	0	0	6.54118e-05	0.0002930194	2.5159e-05	1.31495e-05	0	0	0	0	0	0	0	0	0	1.20317e-05	0.0033419708	0.0002811236	0	0	0	0.0022900531	0	1.95212e-05	0.0001622139	1.17537e-05	0	0	0	0.000121196	5.80012e-05	0.0001248476
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oceanospirillaceae gen. incertae sedis|s__Oceanospirillaceae species incertae sedis [ext_mOTU_v3_15261]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.88257e-05	0	1.52689e-05	0	0	0	0	0	2.44674e-05	9.4149e-06	9.9012e-06
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oceanospirillaceae gen. incertae sedis|s__Oceanospirillaceae species incertae sedis [ext_mOTU_v3_21751]	0	0	0	0	0	0	0	0	0	7.3634e-06	1.41595e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11854e-05	0	0	0	0	2.45939e-05	0	6.60277e-05	0	0	0	7.8249e-06	0	1.21068e-05	0	7.56558e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oceanospirillaceae gen. incertae sedis|s__Oceanospirillaceae species incertae sedis [ext_mOTU_v3_21793]	0.0576864779	0.038045906	0.029921893	0.0410643064	0.01383184	0.0658000256	0.0321583922	0.0050528705	0.0060571121	0.0053240029	0.0007046071	0.0096089854	0.103176588	0.0905132673	0.0060642647	0.0110491272	0.0623010257	0.0004914018	0.0315378333	0.0304154704	0.0213606196	0.0108814075	0.0021673029	0.0067706468	0.052950273	0.019618176	0.0326392339	0.0202422369	0.0357720813	0.0023822585	7.3614e-06	0	0.0008400606	0.1445538653	0.0402969308	0.0578669512	0.038842892	0.0893413824	0	0.0171546827	0.0028647895
