X.mOTUs2_clade	reSRR9697535	reSRR9697536	reSRR9697537	reSRR9697538	reSRR9697539	reSRR9697540	reSRR9697541	reSRR9697542	reSRR9697543	reSRR9697544	reSRR9697545	reSRR9697546	reSRR9697547	reSRR9697548	reSRR9697549	reSRR9697550	reSRR9697551	reSRR9697552	reSRR9697553	reSRR9697554	reSRR9697555	reSRR9697556	reSRR9697557	reSRR9697558	reSRR9697559	reSRR9697560	reSRR9697561	reSRR9697562	reSRR9697563	reSRR9697564	reSRR9697566	reSRR9697567	reSRR9697568	reSRR9697569
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonadaceae gen. incertae sedis|s__Halomonadaceae species incertae sedis [ext_mOTU_v3_30746]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062699638	0.0079116875	0	0	0	0.0020777411	0.000373224	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0118622484	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas saccharevitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019708152	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas salina/smyrnensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018082625	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas shengliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038329431	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas sp. 1513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015070843	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas sp. KM-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000764276	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas sp. S2151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019788672	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Kushneria	0	0.0033605355	0.00714983	0	0	0	0	0	0	0	0.00769969	0.0027396284	0.0266020159	0.0315059341	0	0.0095328537	0	0.0072999026	0	0	0	0.2404705082	0.0105177275	0.0438096003	0	0	0.0024897628	0.1961083766	0	0.0112347749	0	0	0	0.0031910862
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Kushneria|s__Kushneria avicenniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005769267	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Kushneria|s__Kushneria species incertae sedis [ext_mOTU_v3_28405]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012152854	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Kushneria|s__Kushneria species incertae sedis [ext_mOTU_v3_28407]	0	0.0033605355	0.00714983	0	0	0	0	0	0	0	0.00769969	0.0027396284	0.0266020159	0.0315059341	0	0.0095328537	0	0.0072999026	0	0	0	0.2404705082	0.0105177275	0.0438096003	0	0	0.0024897628	0.1943161645	0	0.0112347749	0	0	0	0.0031910862
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Salinicola	0	0	0.001320566	0.0046088589	0	0	0	0	0.0072565451	0	0.0026532115	0.0049821292	0	0.0284466094	0.001224762	0	0	0.0060067708	0	0	0	0.0364671552	0.0277971035	0.0038734612	0	0	0.0064983687	0.001371584	0	0	0	0	0.0038366846	0.0022911471
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Salinicola|s__Salinicola species incertae sedis [ext_mOTU_v3_28357]	0	0	0.001320566	0.0046088589	0	0	0	0	0.0072565451	0	0.0026532115	0.0049821292	0	0.0284466094	0.001224762	0	0	0.0060067708	0	0	0	0.0364671552	0.0277971035	0.0038734612	0	0	0.0064983687	0.001371584	0	0	0	0	0.0038366846	0.0022911471
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.0124842303	0.035632467	0.0145959118	0.049053917	0.0219742218	0.1317937778	0	0.2170173653	0.0420356345	0.433047961	0.1409050843	0.0175181289	0.0518229036	0	0.0157239618	0.0237085607	0.0419595049	0.1430918957	0.0914053804	0.0839946313	0.0388402988	0.0225655891	0.0370392783	0.0500657884	0.0413728299	0	0.0070419714	0.0522705798	0.1280003478	0.0574199373	0.1054027739	0.0154302768	0.1202344311	0.1851266659
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	0	0.0087045879	0.0037638151	0.0046834387	0.013741927	0	0	0.0682290734	0	0.0055029637	0.0858851542	0.0047993378	0.0203153526	0	0	0	0.0090192835	0.0233445949	0.0569479934	0.0457192536	0	0.0086549911	0.0029044975	0	0.0069557838	0	0	0.0038922304	0.0328561322	0.0126565549	0.0248130194	0	0.0516704915	0.1361354565
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	0	0.0087045879	0.0037638151	0.0046834387	0.013741927	0	0	0.0682290734	0	0.0055029637	0.0858851542	0.0047993378	0.0203153526	0	0	0	0.0090192835	0.0233445949	0.0569479934	0.0457192536	0	0.0086549911	0.0029044975	0	0.0069557838	0	0	0.0038922304	0.0328561322	0.0126565549	0.0248130194	0	0.0516704915	0.1361354565
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter baumannii	0	0	0	0	0.0045419696	0	0	0.0063381881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter baumannii	0	0	0	0	0	0	0	0	0	0	0.0048833328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002229189	0	0	0	0	0.002598306
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter baylyi	0	0	0	0	0	0	0	0	0	0	0.0055852186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter bereziniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0065650999	0.0074206909
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter brisouii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0080255538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter defluvii	0	0	0	0	0	0	0	0	0	0.001304009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter gyllenbergii/proteolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020495284
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter haemolyticus/venetianus	0	0	0.0037638151	0	0	0	0	0.0571046848	0	0.0017219128	0.0049635388	0.0026349928	0.0203153526	0	0	0	0.0032482253	0	0	0	0	0	0.0029044975	0	0	0	0	0	0.0047055376	0	0	0	0.0220254264	0.0052327965
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter indicus	0	0	0	0.0046834387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter nosocomialis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011065383	0	0.0129142627	0.0138277152	0	0	0	0	0	0	0	0	0.0041130255	0	0	0	0.0054793019	0.0030883894
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter oleivorans/calcoaceticus	0	0	0	0	0	0	0	0	0	0	0.012407328	0.002164345	0	0	0	0	0	0.0070329348	0	0.0099901064	0	0.002965595	0	0	0	0	0	0	0.0062341727	0	0	0	0	0.0033351254
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter parvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0089981198	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter pittii	0	0	0	0	0	0	0	0.0047862005	0	0	0.0088611304	0	0	0	0	0	0.00466452	0.0163116601	0	0	0	0.0010075419	0	0	0	0	0	0	0.003384552	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter schindleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001926517	0	0	0	0	0.0082497902	0.0129552845
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter soli	0	0.0087045879	0	0	0.0091999575	0	0	0	0	0	0.0491846056	0	0	0	0	0	0	0	0.0189581469	0.0149508686	0	0.0046818542	0	0	0.0016054489	0	0	0.0006421559	0.0031915356	0.0126565549	0	0	0	0.0117975927
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp.	0	0	0	0	0	0	0	0	0	0.0024770419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0093508731	0.0823837517
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter species incertae sedis [ext_mOTU_v3_28382]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0170500299	0.0069505634	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter tandoii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005350335	0	0	0	0	0	0.0248130194	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter towneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005273991
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter variabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0030574227	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	0.0124842303	0.0269278791	0.0108320968	0.0443704783	0.0082322948	0.1317937778	0	0.1487882918	0.0420356345	0.4275449973	0.0550199301	0.0127187911	0.031507551	0	0.0157239618	0.0237085607	0.0329402214	0.1197473008	0.0344573871	0.0382753777	0.0388402988	0.013910598	0.0341347809	0.0500657884	0.0344170461	0	0.0070419714	0.0483783494	0.0951442155	0.0447633823	0.0805897545	0.0154302768	0.0685639396	0.0489912094
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Oblitimonas	0	0	0	0	0	0	0	0	0	0.4227534566	0	0.0030908068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Oblitimonas|s__Oblitimonas alkaliphila	0	0	0	0	0	0	0	0	0	0.4227534566	0	0.0030908068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	0.0124842303	0.0269278791	0.0108320968	0.0443704783	0.0082322948	0.1317937778	0	0.1487882918	0.0420356345	0.0047915407	0.0550199301	0.0096279844	0.031507551	0	0.0157239618	0.0206074244	0.0329402214	0.1197473008	0.0344573871	0.0382753777	0.0388402988	0.013910598	0.0341347809	0.0500657884	0.0344170461	0	0.0070419714	0.0483783494	0.0951442155	0.0447633823	0.0805897545	0.0154302768	0.0685639396	0.0489912094
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas aeruginosa	0	0	0	0	0	0	0	0.0078630437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003433264	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas alcaligenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048997465	0	0	0	0	0	0.0805897545	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas argentinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003536677	0	0	0	0	0	0	0	0	0	0.0003086594	0	0	0	0	0.0030891926	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas composti	0	0	0	0.0101374307	0	0.0160851593	0	0.0053837509	0	0	0	0	0	0	0	0	0.0083603522	0	0	0	0.011328624	0.0047461735	0.003226479	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas delhiensis/citronellolis	0	0	0	0	0	0	0	0.0252372799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas donghuensis/putida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015181843	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas flexibilis	0	0	0	0.0058394408	0	0	0	0	0	0.0019456642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202417833	0	0	0	0	0	0	0	0	0.0076949343
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas fluorescens/putida	0	0	0	0	0	0	0	0	0.0074882499	0	0	0	0	0	0	0	0	0	0	0	0.0058632925	0	0	0	0	0	0	0	0.0047397061	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas furukawaii	0	0	0	0	0	0	0	0.005097541	0	0	0.003944636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas guangdongensis	0	0	0	0	0	0	0	0.010094912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas guguanensis/mendocina	0	0	0	0	0	0.016227438	0	0.0047994866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009647731	0	0	0	0	0	0	0	0.0024410514	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas knackmussii	0.0014732502	0	0	0.0061962822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0099050193	0	0	0	0	0	0	0	0.0016083109	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas kuykendallii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044496153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas mendocina	0	0	0	0.004676749	0	0.0400368248	0	0.0383045435	0	0	0	0.0016704394	0	0	0	0	0.004166689	0.0141467079	0.017898715	0.0063670078	0	0	0	0	0	0	0	0	0	0	0	0	0.0031132738	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas monteilii	0.0037649728	0.0073461353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006194729	0.0043409287	0	0	0	0	0.0039621653
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas nitroreducens	0	0	0	0	0	0.0078224669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0104317746	0	0	0	0.0016008617	0	0	0	0.0037345322	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas nitroreducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010463235	0	0	0	0.0021184518	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas oleovorans	0	0	0	0.0021705266	0	0.0080930017	0	0.0013285832	0	0	0	0	0	0	0	0	0.0027746035	0	0	0	0	0	0.002039687	0	0	0	0	0	0	0	0	0	0.0172347542	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas oleovorans/pseudoalcaligenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0085304133	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas oryzihabitans	0	0	0.0040133724	0	0	0	0	0	0.0091834244	0	0.0050917346	0	0	0	0	0	0	0.0088799681	0	0.0124444339	0	0	0.0020352529	0.0123075019	0	0	0	0.0060550076	0	0	0	0	0	0.0028171149
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas otitidis	0	0	0	0	0	0	0	0.0136385536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017984029	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas plecoglossicida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001023398	0.001158406	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas pseudoalcaligenes/composti	0	0	0	0.0054263164	0	0	0	0.0051949098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0030891926	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas psychrotolerans	0	0.0032743213	0.0010473172	0	0	0	0	0	0	0	0.0039177882	0	0	0	0	0	0	0	0	0	0	0	0.0019835092	0.0059821751	0	0	0	0.0003120526	0	0	0	0	0	0.0013804068
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas punonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059586714	0	0	0	0	0	0	0	0	0	0.0001810356	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas putida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0066111249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas putida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002538852	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas putida	0	0.0016526869	0	0	0	0	0	0	0	0	0.0033159379	0	0	0	0	0	0	0	0	0	0	0	0.0010773491	0	0	0	0	0.0002232281	0.0028679625	0	0	0	0.0051925745	0.0033466391
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas putida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013687374	0	0	0	0	0.0001208293	0	0	0	0	0.002622612	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas putida	0	0	0	0	0	0.0080600256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas putida/mosselii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004306006	0	0	0	0	0	0.0063829274	0	0	0	0.0013195273	0.0004185707
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas soli/mosselii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042805429	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. BMS12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026154541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. EpS/L25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035366385	0	0	0	0.0002464804	0	0	0	0	0	0.0012402065
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. ML96	0	0	0	0	0	0	0	0.0049290722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020560244	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018091308	0	0	0	0.0106382123	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp.	0	0.003609666	0.0012307675	0	0.0082322948	0	0	0	0.0112294723	0	0.011165215	0.0018814736	0	0	0	0.0084350907	0	0.0119957464	0	0	0	0	0.0027617001	0	0	0	0	0.0180808435	0	0.0231004173	0	0	0	0.0037218428
