X.mOTUs2_clade	reERR1346801	reERR1346802	reERR1346803	reERR1346804	reERR1346805	reERR1346806	reERR1346807	reERR1346808	reERR1346809	reERR1346810	reERR1346811	reERR1346812	reERR1346813	reERR1346814	reERR1346815	reERR1346816	reERR1346817	reERR1346818	reERR1346819	reERR1346820	reERR1346821	reERR1346822	reERR1346823	reERR1346824	reERR1346825	reERR1346826	reERR1346827	reERR1346828	reERR1346829	reERR1346830	reERR1346831	reERR1346832	reERR1346833	reERR1346834	reERR1346835	reERR1346836	reERR1346837	reERR1346838	reERR1346839	reERR1346840	reERR1346841	reERR1346842	reERR1346843	reERR1346844	reERR1346845	reERR1346846	reERR1346847	reERR1346848	reERR1346849	reERR1346850	reERR1346851	reERR1346852	reERR1346853	reERR1346854	reERR1346855	reERR1346856	reERR1346857	reERR1346858	reERR1346859	reERR1346860	reERR1346861	reERR1346862	reERR1346863	reERR1346864	reERR1346865	reERR1346866	reERR1346867	reERR1346868	reERR1346869	reERR1346870	reERR1346871	reERR1346872	reERR1346873	reERR1346874	reERR1346875	reERR1346876	reERR1346877	reERR1346878	reERR1346879	reERR1346880	reERR1346881	reERR1346882	reERR1346883	reERR1346884	reERR1346887	reERR1346888	reERR1346889	reERR1346890	reERR1346891	reERR1346892
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	0.0362345012	0	0	0.0045742282	0.0018162198	0	0.0194411238	0.0016085549	0.0008890727	0	0.0027415994	0	0.0012552937	0.0022377924	0.0033465604	0.0082653321	0.0021843787	0.000845666	0.0801331866	0.0137219282	0.001827619	0	0.041044349	0.0045447168	0.0602765618	0.0010653249	0.0019758059	0.0014757393	0	0.0008197671	0.0019256955	0.0009517668	0.0035741596	0	0.0013463246	0.0052345359	0.0011253181	0.0005067353	0	0	0	0	0.0027120764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0068257091	0	0	0	0	0.0067837602	0	0.0522720227	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae	0.0356278064	0	0	0.0045742282	0.0018162198	0	0.0194411238	0.0008807563	0.0008890727	0	0	0	0.0012552937	0.0022377924	0.0033465604	0.0082653321	0.0013488866	0.000845666	0.0778688003	0.0137219282	0.001827619	0	0.041044349	0.0045447168	0.0602765618	0.0010653249	0.0019758059	0.0014757393	0	0	0.000479663	0	0.0034390651	0	0.0013463246	0.0052345359	0.0011253181	0.0005067353	0	0	0	0	0.0027120764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0068257091	0	0	0	0	0.0067837602	0	0.0522720227	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella	0.0092012502	0	0	0.0024345976	0.0007184373	0	0.0083886988	0.0008807563	0	0	0	0	0.0004768761	0	0	0	0	0	0.0156507003	0.0022745166	0	0	0.0108748182	0.0018893714	0.0107822084	0.0010653249	0.0005712873	0	0	0	0	0	0.0029077417	0	0.0013463246	0.0009381167	0.0011253181	0.0005067353	0	0	0	0	0.0027120764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0522720227	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__Dyella ginsengisoli	0.0004336292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012606229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__Dyella japonica	0.0036251091	0	0	0.0004040835	0.0001905121	0	0.0028038598	0	0	0	0	0	0	0	0	0	0	0	0.0019478192	0	0	0	0.0034265037	0	0.0029475037	0.0002190589	0	0	0	0	0	0	0.0002241721	0	0	0.0004675998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0056251636	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__Dyella japonica	0.0018035899	0	0	0.000538778	0.0005279251	0	0.0030664408	0	0	0	0	0	0	0	0	0	0	0	0.0039791317	0.0009101321	0	0	0.0029138551	0	0.0012636454	0.0005711985	0	0	0	0	0	0	0.0014216428	0	0.0013463246	0.0004705169	0.0011253181	0.0005067353	0	0	0	0	0.0027120764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042786079	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__Dyella japonica/marensis	0.0014236418	0	0	0.0004566172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015760276	0	0	0	0.0011441966	0.0005645608	0.0009032128	0	0.0005712873	0	0	0	0	0	0.00041917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__Dyella jiangningensis	0	0	0	0.0004460698	0	0	0	0.0008807563	0	0	0	0	0	0	0	0	0	0	0.0039035053	0.0006176741	0	0	0.0009763881	0.0009460581	0.0020129169	0	0	0	0	0	0	0	0.0002161105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038607801	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__Dyella jiangningensis	0.0019152801	0	0	0.0002731751	0	0	0.0025183982	0	0	0	0	0	0.0004768761	0	0	0	0	0	0.0020675132	0.0007467105	0	0	0.0018465107	0.0003787526	0.0021434466	0.0002750674	0	0	0	0	0	0	0.0006266462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__Dyella sp. OK004	0	0	0	0.000315874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003776413	0	0	0	0.000567364	0	0.001088318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__Dyella thiooxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005384391	0	0	0	0	0	0.000423165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Frateuria	0.0013655607	0	0	0	0	0	0.0012506268	0	0	0	0	0	0	0	0	0	0	0	0.0020178582	0	0	0	0.0023798772	0	0.0043140684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Frateuria|s__Frateuria sp. Soil773	0.0013655607	0	0	0	0	0	0.0012506268	0	0	0	0	0	0	0	0	0	0	0	0.0014602492	0	0	0	0.0016811975	0	0.0033527803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Frateuria|s__Frateuria terrea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000557609	0	0	0	0.0006986797	0	0.0009612881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Luteibacter	0	0	0	0	0	0	0	0	0.0008890727	0	0	0	0.0007784176	0	0	0.0028074867	0.0005064288	0.000845666	0	0	0	0	0	0	0	0	0.0014045186	0.0014757393	0	0	0	0	0	0	0	0.0020229169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Luteibacter|s__Luteibacter rhizovicinus	0	0	0	0	0	0	0	0	0.0008890727	0	0	0	0.0007784176	0	0	0.0028074867	0.0005064288	0.000845666	0	0	0	0	0	0	0	0	0.0014045186	0.0014757393	0	0	0	0	0	0	0	0.0006176259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Luteibacter|s__Luteibacter species incertae sedis [ext_mOTU_v3_32012]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001405291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter	0.0244993028	0	0	0.0021396305	0.0010977826	0	0.0098017982	0	0	0	0	0	0	0.0022377924	0.0005513716	0.0038016893	0.0008424579	0	0.0598891478	0.0114474116	0.001827619	0	0.0277896536	0.0021943425	0.045180285	0	0	0	0	0	0	0	0.0001396811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0067837602	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacteraceae gen. [Dyella/Luteibacter]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006781228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacteraceae gen. [Dyella/Luteibacter]|s__Rhodanobacteraceae sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006781228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacteraceae gen. incertae sedis	0.0005616927	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027951888	0.0009780333	0	0	0.0003110939	0	0	0	0	0	0	0	0	0	0	0	0.000479663	0	0.0001755318	0	0	0.0022735023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0068257091	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacteraceae gen. incertae sedis|s__Rhodanobacteraceae species incertae sedis [ext_mOTU_v3_15004]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027951888	0.0009780333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000479663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacteraceae gen. incertae sedis|s__Rhodanobacteraceae species incertae sedis [ext_mOTU_v3_24426]	0.0005616927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacteraceae gen. incertae sedis|s__Rhodanobacteraceae species incertae sedis [ext_mOTU_v3_32019]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003110939	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001755318	0	0	0.0022735023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0068257091	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter denitrificans	0.0016483887	0	0	0	0	0	0.0009784734	0	0	0	0	0	0	0	0	0	0	0	0.00065605	0.0006267258	0	0	0.0007264878	0	0.0015561298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter fulvus	0.0014393116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044478924	0.000518368	0	0	0.0010575136	0	0.0011053148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter glycinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005938507	0	0	0	0.0011085391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter sp. B04	0.0024576482	0	0	0.0003433568	0.0002569958	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0095777766	0.0013868473	0.0005533077	0	0.0021473631	0.0005275186	0.0052294343	0	0	0	0	0	0	0	0.0001396811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter sp. B05	0.0012316636	0	0	0.0004185548	0	0	0	0	0	0	0	0	0	0	0	0.0016446022	0	0	0.0021060802	0.00033888	0	0	0.001695091	0	0.0044616308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter sp. C01	0.0023539055	0	0	0.0001726539	0.0003785554	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0057843895	0.0009328092	0.0007300285	0	0.0029947683	0.0003996205	0.0031574777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter sp. C03	0.0024049398	0	0	0.0001724866	0	0	0	0	0	0	0	0	0	0	0	0.0012765798	0	0	0.0071423504	0.0022304677	0	0	0.0014825232	0.0005727491	0.0074321556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter sp. C05	0.0029052384	0	0	0.0003603572	0.0002569958	0	0.0012398223	0	0	0	0	0	0	0	0.0005513716	0.0008805073	0.0002077848	0	0.0081368868	0.0012642362	0.0005442827	0	0.0034871264	0.0003096739	0.0072394803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter sp. C06	0	0	0	0.0003288645	0	0	0.0012425059	0	0	0	0	0	0	0	0	0	0	0	0.0013027362	0.0005188174	0	0	0.0020403168	0	0.0015813137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter sp. OK091	0.0020258803	0	0	0.0003433568	0.0002052355	0	0.0016335384	0	0	0	0	0	0	0.0022377924	0	0	0	0	0.0019043856	0.0004591077	0	0	0.0020613659	0.0003847805	0.0024035816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0067837602	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter sp. OR444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004381003	0	0	0	0.0005683184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter sp. Soil772	0.0013637596	0	0	0	0	0	0.0007610777	0	0	0	0	0	0	0	0	0	0	0	0.0008856763	0	0	0	0.0018890988	0	0.0021512582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter sp.	0.0012316636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009037998	0.000598688	0	0	0	0	0.0026498198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004371224	0	0	0	0.0004530053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020847931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007245332	0	0	0	0.0010847107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter spathiphylli	0.0011886986	0	0	0	0	0	0.0022378536	0	0	0	0	0	0	0	0	0	0.0005075178	0	0.0015140827	0.0011750999	0	0	0.0013222365	0	0.0017827167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter species incertae sedis [ext_mOTU_v3_15009]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009961446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter species incertae sedis [ext_mOTU_v3_24414]	0	0	0	0	0	0	0.000623954	0	0	0	0	0	0	0	0	0	0	0	0.0002914149	0	0	0	0.0008476088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter species incertae sedis [ext_mOTU_v3_24441]	0.0015368521	0	0	0	0	0	0.0010845729	0	0	0	0	0	0	0	0	0	0	0	0.0048373005	0.0006223502	0	0	0.0009966974	0	0.0022666518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
