Taxonomy	reERR5005154	reERR5005155	reERR5005156	reERR5005157	reERR5005158	reERR5005159	reERR5005160	reERR5005161	reERR5005162	reERR5005163	reERR5005164	reERR5005165	reERR5005166	reERR5005167	reERR5005168	reERR5005169	reERR5005170	reERR5005171	reERR5005283	reERR5005284	reERR5005285	reERR5005286	reERR5005287	reERR5005288	reERR5005289	reERR5005290	reERR5005291	reERR5005292	reERR5005293	reERR5005301	reERR5005302	reERR5005303	reERR5005304	reERR5005305	reERR5005306	reERR5005307	reERR5005308	reERR5005309	reERR5005310	reERR5005311	reERR5005312	reERR5005313	reERR5005314	reERR5005315	reERR5005316	reERR5005317	reERR5005318	reERR5005319	reERR5005320	reERR5005321	reERR5005322	reERR5005323	reERR5005324	reERR5005325	reERR5005326	reERR5005327	reERR5005328	reERR5005329	reERR5005330	reERR5005331	reERR5005334	reERR5005335
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A sp900015295	0.000929873897715533	0.00133237256794795	3.41826948538308e-05	0.00178391006296442	0	0	0	0	0	0	0	0.00043159717017646	0	0	1.96942914717275e-05	0	0	5.24022691418276e-05	1.08542513574281e-05	0	0	7.64836073962671e-06	0	9.39846299716477e-05	0	4.52381046812745e-05	0.000136556220308046	0	2.45820936280084e-05	0	4.18946452524894e-05	0	9.31551006170585e-06	0	1.01521875226172e-05	0	5.18036024387913e-05	0.000877820138709917	0	0	2.10935653308092e-05	2.05450599604103e-05	4.45781663131102e-05	0	0	0	0	0	0	0	4.88987792930359e-05	6.15069796562204e-05	0	0.000129158726815391	4.19359038725235	0.110942632346874	1.52892718025198e-05	0	0	0.00144967060060494	0	2.58747028819436e-05
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A sp900543175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000937324677558069	0	0	8.08748913933364e-05	0	0	0	0.000816238176550323	0.0462429970088404	0.012444809109364	1.11550067067702	0.0170845074399956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34725840674318e-05	0.0263582899772748	1.04159902109949e-05	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A varium_A	5.02875393295981e-05	6.49565508787866e-05	2.28764080258081e-05	7.02272350453509e-05	0	0	0	0	2.66653471620382e-05	0	0	0.000169321087023844	0	0	0.000639239547862713	0	7.76964221101245e-05	0	7.2640932474456e-05	0	0	0	0	0	0	0.00380949690148548	0	0	8.00229132115833e-06	0	0.00739431608030625	0	0.0021383672541799	0	2.03827332907793e-05	0	0.000561638036350209	0	0	0	0	0.00259179294625846	0.00474352135871975	0.00217573808968538	0.00423689287870698	0	0	0	0	0	1.09083307782375e-05	0	6.59467878344779e-05	0	0	1.33749724552137e-05	0	3.05908381238297e-05	1.97768904013014e-06	0	0.318719509172156	2.99815665123292
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_B	0	8.57560017780338e-06	4.79753078116459e-05	8.00760026412456e-05	0	0	0	0	0	0	0	0	2.89574585523395e-05	0	0	0.000134861463906047	0	0.000509290860728037	0.0196267885211456	0	1.43212941834702e-05	0.00198335845885048	9.18951798529477e-05	8.81709378063818e-05	0	4.20949399299421	0.235767517743241	0.00456256342998193	3.89031670201599	0.0184200947100499	0.000345297524849904	0	0.000670691219343334	0	0.00260014543265552	3.11569371855847e-05	0.000367998797437387	0	0.000650991229350124	0	0	0	8.55868246185399e-05	0	0.000466178239184065	3.49696433677664e-05	0	0	0	0	0	0	0.000118539974784505	2.47975325459984e-05	7.3231777816481e-05	0	0	0.00194524060663693	0	4.61939693186393e-05	0	4.9677540391841e-05
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_B|s__Fusobacterium_B sp900541465	0	0	0	8.00760026412456e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127555428677683	0	0	0	0	0	0	0.00202936173228842	0.203700534798082	0.00194726676183367	1.17016802950041	0.0162877920661755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000837142581331528	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_B|s__Fusobacterium_B sp900545035	0	8.57560017780338e-06	3.32217180080385e-05	0	0	0	0	0	0	0	0	0	2.89574585523395e-05	0	0	0.000134861463906047	0	0.000509290860728037	0.0161295833605476	0	0	0.000126366825132912	7.36969733293338e-05	0	0	0.217413109290224	0.0157070830223455	0.00145383062325014	2.67422112221023	0.000818222288869768	4.98524567823968e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100867649891363	0	0	0	0	0	0	0	5.10771466453144e-05	0	0	0	0	0.00084407148779761	0	4.61939693186393e-05	0	0
k__Bacteria|p__Gemmatimonadota	0	0	0	0	0	0	0	0	0	0	0	0	0	4.62056287748906	6.89423074350068e-05	0	3.29035357349457e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20073944764453e-05	0	0	0	0	0	0	2.16998728396475e-05	0	0	0	0	8.36245148861237e-06	0	0	0	0	0	0	0	0	2.94580607490306e-05
k__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes	0	0	0	0	0	0	0	0	0	0	0	0	0	4.62056287748906	6.89423074350068e-05	0	3.29035357349457e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20073944764453e-05	0	0	0	0	0	0	2.16998728396475e-05	0	0	0	0	8.36245148861237e-06	0	0	0	0	0	0	0	0	2.94580607490306e-05
k__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37933070301048	6.89423074350068e-05	0	2.27362526925188e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.36245148861237e-06	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Longimicrobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	3.24123217447857	0	0	1.01672830424269e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20073944764453e-05	0	0	0	0	0	0	2.16998728396475e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94580607490306e-05
k__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Longimicrobiales|f__RSA9	0	0	0	0	0	0	0	0	0	0	0	0	0	3.24123217447857	0	0	1.01672830424269e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20073944764453e-05	0	0	0	0	0	0	2.16998728396475e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94580607490306e-05
k__Bacteria|p__Myxococcota	0	0	0	0	0	0	0	0	0	0	0	0	9.29090113189975e-06	2.54475551861433	0.00018766210639471	0	0.000954585534586329	0	0	0	1.05014837365108e-05	0	0	0	0	0.000479059041095561	0	0	0	0	0.820151196281764	4.17145106010827e-05	0.000204355084979806	0.000168747636256881	0.000167079350866581	7.34130680495493e-05	9.18137642615881e-05	0	5.57467424505786e-05	0	6.18466425455422e-05	0	0	0	0	0	0	3.69817202616876e-05	7.98605114051644e-05	0	0	1.74898208094642e-05	0	0	0	0	0	0	0	0	0.000517275857555483	0.000360319571666745
k__Bacteria|p__Myxococcota|c__Myxococcia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05014837365108e-05	0	0	0	0	0.000472847304459944	0	0	0	0	0.820151196281764	4.17145106010827e-05	0.000200481986315144	0.000168747636256881	0.000167079350866581	7.34130680495493e-05	9.18137642615881e-05	0	5.57467424505786e-05	0	0	0	0	0	0	0	0	0	7.98605114051644e-05	0	0	0	0	0	0	0	0	0	0	0	0.000517275857555483	0.000360319571666745
k__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05014837365108e-05	0	0	0	0	0.000472847304459944	0	0	0	0	0.820151196281764	4.17145106010827e-05	0.000200481986315144	0.000168747636256881	0.000167079350866581	7.34130680495493e-05	9.18137642615881e-05	0	5.57467424505786e-05	0	0	0	0	0	0	0	0	0	7.98605114051644e-05	0	0	0	0	0	0	0	0	0	0	0	0.000517275857555483	0.000360319571666745
k__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__UBA5297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05014837365108e-05	0	0	0	0	0.000472847304459944	0	0	0	0	0.820151196281764	4.17145106010827e-05	0.000200481986315144	0.000168747636256881	0.000167079350866581	7.34130680495493e-05	9.18137642615881e-05	0	5.57467424505786e-05	0	0	0	0	0	0	0	0	0	7.98605114051644e-05	0	0	0	0	0	0	0	0	0	0	0	0.000517275857555483	0.000360319571666745
k__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__UBA5297|g__UBA1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05014837365108e-05	0	0	0	0	0.000472847304459944	0	0	0	0	0.820151196281764	4.17145106010827e-05	0.000200481986315144	0.000168747636256881	0.000167079350866581	7.34130680495493e-05	9.18137642615881e-05	0	5.57467424505786e-05	0	0	0	0	0	0	0	0	0	7.98605114051644e-05	0	0	0	0	0	0	0	0	0	0	0	0.000517275857555483	0.000360319571666745
k__Bacteria|p__Myxococcota|c__Polyangia	0	0	0	0	0	0	0	0	0	0	0	0	9.29090113189975e-06	2.54475551861433	0.00018766210639471	0	0.000954585534586329	0	0	0	0	0	0	0	0	6.21173663561704e-06	0	0	0	0	0	0	3.87309866466178e-06	0	0	0	0	0	0	0	6.18466425455422e-05	0	0	0	0	0	0	3.69817202616876e-05	0	0	0	1.74898208094642e-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Myxococcota|c__Polyangia|o__Haliangiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93215674226296	0.000153402981561119	0	0.000359620354435966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17002932301372e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Myxococcota|c__Polyangia|o__Haliangiales|f__Haliangiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93215674226296	0.000153402981561119	0	0.000359620354435966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17002932301372e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Myxococcota|c__Polyangia|o__Haliangiales|f__Haliangiaceae|g__Haliangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93215674226296	0.000153402981561119	0	0.000359620354435966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17002932301372e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales	0	0	0	0	0	0	0	0	0	0	0	0	9.29090113189975e-06	1.61259877635137	3.42591248335907e-05	0	0.000594965180150364	0	0	0	0	0	0	0	0	6.21173663561704e-06	0	0	0	0	0	0	3.87309866466178e-06	0	0	0	0	0	0	0	4.01463493154049e-05	0	0	0	0	0	0	3.69817202616876e-05	0	0	0	1.74898208094642e-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae	0	0	0	0	0	0	0	0	0	0	0	0	9.29090113189975e-06	1.61259877635137	3.42591248335907e-05	0	0.000594965180150364	0	0	0	0	0	0	0	0	6.21173663561704e-06	0	0	0	0	0	0	3.87309866466178e-06	0	0	0	0	0	0	0	4.01463493154049e-05	0	0	0	0	0	0	3.69817202616876e-05	0	0	0	1.74898208094642e-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__SZUA-265	0	0	0	0	0	0	0	0	0	0	0	0	9.29090113189975e-06	0.703853255140582	2.86589534264578e-05	0	0.000363876600640641	0	0	0	0	0	0	0	0	6.21173663561704e-06	0	0	0	0	0	0	3.87309866466178e-06	0	0	0	0	0	0	0	1.31550702819089e-05	0	0	0	0	0	0	3.69817202616876e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Patescibacteria	0	0	4.14032314943249e-05	0	0	0	0	0	2.4130351674548e-05	7.12336894134508e-05	0	0	0.00106799116920118	0.000546026946252726	0.9741148425318	0.000841484966068767	0.000163492314930163	0.00033295778213499	0.000236646627899753	0.524056962696313	0.426473148979562	3.75999008280571	1.14807911440913e-05	0	0	0	0	0.000406591680786542	3.79876040567125e-05	0.0009897339776754	0	0	0	0	0	0	3.29153925146631e-05	0	0	0	3.35065009821291e-05	0	0	0	0.000329719926143846	0.000115729896906838	0	0	0.000100205457772289	1.02197515934029e-05	0	0.00449429233650917	0.518775563621549	0.000500612482541059	0	0	0	0.000163382822838098	0	7.93023129753033e-05	4.54493332741825e-05	0
k__Bacteria|p__Patescibacteria|c__Saccharimonadia	0	0	4.14032314943249e-05	0	0	0	0	0	2.4130351674548e-05	7.12336894134508e-05	0	0	0.00106799116920118	0.000546026946252726	0.9741148425318	0.000841484966068767	0.000163492314930163	0.00033295778213499	0.000236646627899753	0.524056962696313	0.426473148979562	3.75999008280571	1.14807911440913e-05	0	0	0	0	0.000406591680786542	3.79876040567125e-05	0.0009897339776754	0	0	0	0	0	0	3.29153925146631e-05	0	0	0	3.35065009821291e-05	0	0	0	0.000329719926143846	0.000115729896906838	0	0	0.000100205457772289	1.02197515934029e-05	0	0.00449429233650917	0.518775563621549	0.000500612482541059	0	0	0	0.000163382822838098	0	7.93023129753033e-05	4.54493332741825e-05	0
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales	0	0	4.14032314943249e-05	0	0	0	0	0	2.4130351674548e-05	7.12336894134508e-05	0	0	0.00106799116920118	0.000546026946252726	0.9741148425318	0.000841484966068767	0.000163492314930163	0.00033295778213499	0.000236646627899753	0.524056962696313	0.426473148979562	3.75999008280571	1.14807911440913e-05	0	0	0	0	0.000406591680786542	3.79876040567125e-05	0.0009897339776754	0	0	0	0	0	0	3.29153925146631e-05	0	0	0	3.35065009821291e-05	0	0	0	0.000329719926143846	0.000115729896906838	0	0	0.000100205457772289	1.02197515934029e-05	0	0.00449429233650917	0.518775563621549	0.000500612482541059	0	0	0	0.000163382822838098	0	7.93023129753033e-05	4.54493332741825e-05	0
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosynbacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000546026946252726	0.9741148425318	0	0.000141858452270786	0.00033295778213499	0	0	0	0	0	0	0	0	0	0	3.79876040567125e-05	0	0	0	0	0	0	0	3.29153925146631e-05	0	0	0	3.35065009821291e-05	0	0	0	0.000329719926143846	0.000115729896906838	0	0	0.000100205457772289	1.02197515934029e-05	0	0.00449429233650917	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosynbacteraceae|g__Nanosynbacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000546026946252726	0.9741148425318	0	0.000141858452270786	0.00033295778213499	0	0	0	0	0	0	0	0	0	0	3.79876040567125e-05	0	0	0	0	0	0	0	3.29153925146631e-05	0	0	0	3.35065009821291e-05	0	0	0	0.000329719926143846	0.000115729896906838	0	0	0.000100205457772289	1.02197515934029e-05	0	0.00449429233650917	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosyncoccaceae	0	0	4.14032314943249e-05	0	0	0	0	0	2.4130351674548e-05	7.12336894134508e-05	0	0	0.00106799116920118	0	0	0.000841484966068767	2.16338626593767e-05	0	0.000236646627899753	0.524056962696313	0.426473148979562	3.75999008280571	1.14807911440913e-05	0	0	0	0	0.000406591680786542	0	0.0009897339776754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.518775563621549	0.000500612482541059	0	0	0	0.000163382822838098	0	7.93023129753033e-05	4.54493332741825e-05	0
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosyncoccaceae|g__Nanosyncoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.524036278972788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosyncoccaceae|g__Nanosyncoccus|s__Nanosyncoccus sp017479205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.524036278972788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosyncoccaceae|g__UBA2834	0	0	4.14032314943249e-05	0	0	0	0	0	2.4130351674548e-05	7.12336894134508e-05	0	0	0.00106799116920118	0	0	0.000841484966068767	2.16338626593767e-05	0	0.000236646627899753	2.06837235252309e-05	0.426473148979562	3.75999008280571	1.14807911440913e-05	0	0	0	0	0.000406591680786542	0	0.0009897339776754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.518775563621549	0.000500612482541059	0	0	0	0.000163382822838098	0	7.93023129753033e-05	4.54493332741825e-05	0
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosyncoccaceae|g__UBA2834|s__UBA2834 sp004561445	0	0	4.14032314943249e-05	0	0	0	0	0	2.4130351674548e-05	7.12336894134508e-05	0	0	0.00106799116920118	0	0	0.000841484966068767	2.16338626593767e-05	0	0.000236646627899753	2.06837235252309e-05	0.426473148979562	3.75999008280571	1.14807911440913e-05	0	0	0	0	0.000406591680786542	0	0.0009897339776754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.518775563621549	0.000500612482541059	0	0	0	0.000163382822838098	0	7.93023129753033e-05	4.54493332741825e-05	0
k__Bacteria|p__Planctomycetota	0	0	0	0	0	0	0	0	0	0	0	0	3.13168096027656e-06	1.34332930274582	0.000153739931013151	0.000186098260582957	0.000509801636493738	5.75003054046375e-05	1.58802987787066e-05	0	0	0	0	0.000106382917380715	0	0	2.49735507679511e-05	0	0	0	1.39435217603322	10.4905824133355	0	0.479285699783529	7.42657258468077e-06	9.84097614844503e-05	0	0	0	8.57770733272229e-05	0.000454086773076986	0	0.000551280101835118	0	0	0	0	0	0	0	0	0	0	0	0.000306927885854782	0	0	0.000170533150320467	0	0	4.98172743197369e-06	0
k__Bacteria|p__Planctomycetota|c__Planctomycetia	0	0	0	0	0	0	0	0	0	0	0	0	3.13168096027656e-06	1.34332930274582	0.000153739931013151	0.000186098260582957	0.000509801636493738	5.75003054046375e-05	1.58802987787066e-05	0	0	0	0	0.000106382917380715	0	0	2.49735507679511e-05	0	0	0	1.39435217603322	10.4905824133355	0	0.479285699783529	7.42657258468077e-06	9.84097614844503e-05	0	0	0	8.57770733272229e-05	0.000454086773076986	0	0.000551280101835118	0	0	0	0	0	0	0	0	0	0	0	0.000306927885854782	0	0	0.000170533150320467	0	0	4.98172743197369e-06	0
k__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales	0	0	0	0	0	0	0	0	0	0	0	0	3.13168096027656e-06	1.34332930274582	0.000153739931013151	0.000186098260582957	0.000509801636493738	5.75003054046375e-05	1.58802987787066e-05	0	0	0	0	0.000106382917380715	0	0	2.49735507679511e-05	0	0	0	1.39435217603322	10.4905824133355	0	0.479285699783529	7.42657258468077e-06	9.84097614844503e-05	0	0	0	8.57770733272229e-05	0.000454086773076986	0	0.000551280101835118	0	0	0	0	0	0	0	0	0	0	0	0.000306927885854782	0	0	0.000170533150320467	0	0	4.98172743197369e-06	0
k__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.702874637965783	1.20688553564451e-05	0	9.30359452736546e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.04844088990482e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Thermoguttaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16102812511295e-05	0.000186098260582957	0	5.75003054046375e-05	1.58802987787066e-05	0	0	0	0	0.000106382917380715	0	0	2.49735507679511e-05	0	0	0	1.39435217603322	10.4905824133355	0	0.479285699783529	7.42657258468077e-06	9.84097614844503e-05	0	0	0	8.57770733272229e-05	0	0	0.000551280101835118	0	0	0	0	0	0	0	0	0	0	0	0.000306927885854782	0	0	0.000170533150320467	0	0	4.98172743197369e-06	0
k__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Thermoguttaceae|g__RGIG3701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.86138601726057	0	0.0533937392358243	0	3.0178106532009e-05	0	0	0	0	0	0	0.000212653261604974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Thermoguttaceae|g__RUG11551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16102812511295e-05	0.000186098260582957	0	5.75003054046375e-05	1.58802987787066e-05	0	0	0	0	0.000106382917380715	0	0	2.49735507679511e-05	0	0	0	1.39435217603322	1.82970143876997	0	0.0128144979568517	7.42657258468077e-06	4.46328822089608e-05	0	0	0	8.57770733272229e-05	0	0	0.000107219450252096	0	0	0	0	0	0	0	0	0	0	0	0.000306927885854782	0	0	0.000170533150320467	0	0	4.98172743197369e-06	0
k__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Thermoguttaceae|g__RUG695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27858494742902	0	0.112116092734755	0	2.35987727434805e-05	0	0	0	0	0	0	0.000136056502647573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria	0.0658200243487598	2.19920135396012	10.1561809841291	0.548236950980881	0.0222552093434881	0	0.0192680472971813	0.00756962560668729	0.027989291403031	0.000363027648812623	0.0759469490776068	0.00209859796269168	0.083793839544818	12.5160474056116	6.29769506318273	4.34955801423821	11.8103832719673	3.35799319307287	0.0122238037649971	0.666139266681498	0.151650352538767	0.0113171859404684	4.1125340290908e-05	1.6606904386637	0	2.29308434557798	0.0817666007457706	0.0104761682484835	0.0317222115539754	0.00533091561509948	3.36805865568012	0.0002502640219779	0.00935193105095141	4.25384301479606e-05	0.000194835426210174	0.030013345974545	0.242018927939473	0.00262660508545428	0.990869687854517	0.000713375299167264	33.0768214195497	2.20480171284334	21.8405917203658	22.3565287905416	5.29991878678029	0.000811107347946764	2.0655736124897	0.00652525517629226	0.000284031582670731	0.0843204650269135	0.382407816072064	0.00118758356765868	0.001651344762484	0.0307007083988557	0.135717458264649	33.6734530775285	0.142556655439877	0.125881192112935	0.0117889937609485	5.87054752906364	3.15073365618203	9.90094255917921
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0	0	0	0	0	0	0	0	7.97168573513691e-05	0	0.000270787783349083	0	0.000119908205786969	9.2683119832727	0.0268548541349584	0.0147671280106872	0.0150689295897278	0	0.000191223004267764	0	0.00178207433821394	7.58266372209965e-05	4.21462668826484e-06	0.00029293111213714	0	0	0	0.00201378478445694	0	1.10101145265033e-05	2.1576379897025e-05	8.25381774668025e-06	0	0	0	5.91753314099901e-06	4.83561937963704e-06	0	2.27487386849078e-05	0.000118394171020131	7.03835398649653	0.000309235691120495	0.0100531875243309	6.00295568841148	0.00687471890649118	6.30061553644952e-05	5.48324709057569e-06	0.000172327102235654	9.26271231584994e-05	7.35969678984816e-05	0	0	2.77097388870223e-05	0	0	2.01272301725661e-05	4.99513227688279e-05	4.28331568857354e-05	4.68940281585286e-05	2.79419795130101e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	0	0	0	0	0	0	0	0	0	0	0	0	9.20061845380173e-05	0.72653553278148	0.0257985018900928	0.000230870348505076	0.000481359313970856	0	0.000191223004267764	0	0.00177784192566863	4.21276644978317e-05	4.21462668826484e-06	0	0	0	0	0.000157122871496085	0	1.10101145265033e-05	7.21208942965886e-06	0	0	0	0	0	0	0	0	3.45142735669464e-05	2.98840826309642	0.00021054559235924	0.00103197510061894	3.15954084224694	0.0012613742117495	2.90022629888048e-05	0	0.000116664433698491	4.43478553674199e-05	4.90963766480889e-05	0	0	2.77097388870223e-05	0	0	1.6396159256804e-05	0	0	0	1.67070521364247e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	9.20061845380173e-05	0.72653553278148	0.0257985018900928	0.000230870348505076	0.000481359313970856	0	0.000191223004267764	0	0.00177784192566863	4.21276644978317e-05	4.21462668826484e-06	0	0	0	0	0.000157122871496085	0	1.10101145265033e-05	7.21208942965886e-06	0	0	0	0	0	0	0	0	3.45142735669464e-05	2.98840826309642	0.00021054559235924	0.00103197510061894	3.15954084224694	0.0012613742117495	2.90022629888048e-05	0	0.000116664433698491	4.43478553674199e-05	4.90963766480889e-05	0	0	2.77097388870223e-05	0	0	1.6396159256804e-05	0	0	0	1.67070521364247e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas	0	0	0	0	0	0	0	0	0	0	0	0	7.85482028674272e-05	0.726512243208389	0.025513842432216	0.000147301177265546	0.000432954042907297	0	0.000191223004267764	0	0.00177784192566863	2.83090776187742e-05	4.21462668826484e-06	0	0	0	0	0.00011737769954592	0	1.10101145265033e-05	7.21208942965886e-06	0	0	0	0	0	0	0	0	2.53032083111172e-05	2.24560498237985	0.000182705931123652	0.000951434016708605	3.1575059845108	0.0012613742117495	2.90022629888048e-05	0	0.000116664433698491	4.43478553674199e-05	4.03783581204262e-05	0	0	2.77097388870223e-05	0	0	9.17450610596337e-06	0	0	0	1.67070521364247e-05	0	0
