bin_id	completeness	contamination	strain_heterogeneity	quality	keep	n50
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.19	40.92	1.87	0.0	low_quality	reject	2779
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.2	97.96	163.64	8.98	low_quality	reject	5107
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.20	0.0	0.0	0.0	low_quality	reject	1871
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.21	0.0	0.0	0.0	low_quality	reject	12588
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.22	83.42	6.29	11.11	medium_quality	keep	10782
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.23	4.17	0.0	0.0	low_quality	reject	2076
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.24	44.83	0.86	100.0	low_quality	reject	3417
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.25	98.68	2.87	16.67	high_quality	keep	65056
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.26	13.09	0.86	0.0	low_quality	reject	2098
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.27	41.38	0.86	0.0	low_quality	reject	2032
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.28	82.46	10.82	9.76	low_quality	reject	16368
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.29	97.8	0.0	0.0	high_quality	keep	57489
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.3	70.41	5.54	20.0	medium_quality	keep	6210
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.30	53.28	22.41	11.76	low_quality	reject	7319
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.31	53.23	10.34	0.0	low_quality	reject	2944
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.32	46.47	1.72	100.0	low_quality	reject	3890
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.33	62.41	8.62	0.0	medium_quality	keep	4914
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.34	0.0	0.0	0.0	low_quality	reject	4436
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.35	86.95	4.19	31.25	medium_quality	keep	7747
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.36	8.33	0.0	0.0	low_quality	reject	2542
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.37	95.49	319.55	13.92	low_quality	reject	10250
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.38	95.58	161.52	16.98	low_quality	reject	6110
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.39	65.5	25.86	17.65	low_quality	reject	2983
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.4	40.52	0.0	0.0	low_quality	reject	3963
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.40	99.51	0.0	0.0	high_quality	keep	74882
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.41	93.58	68.06	29.85	low_quality	reject	14107
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.42	36.21	3.45	50.0	low_quality	reject	5798
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.43	89.68	8.88	10.53	medium_quality	keep	11732
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.44	0.0	0.0	0.0	low_quality	reject	1785
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.45	70.69	6.9	0.0	medium_quality	keep	17350
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.46	0.0	0.0	0.0	low_quality	reject	3163
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.47	98.81	3.57	37.5	high_quality	keep	33947
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.48	0.0	0.0	0.0	low_quality	reject	9030
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.49	91.12	2.45	0.0	high_quality	keep	19464
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.5	29.78	1.72	0.0	low_quality	reject	4067
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.50	5.64	0.0	0.0	low_quality	reject	4916
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.51	69.5	5.56	12.5	medium_quality	keep	4333
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.52	40.16	5.17	0.0	low_quality	reject	2767
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.53	80.79	8.46	20.41	medium_quality	keep	5794
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.54	96.64	2.53	44.23	high_quality	keep	36711
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.55	66.96	1.74	0.0	medium_quality	keep	3765
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.56	20.14	0.0	0.0	low_quality	reject	4044
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.57	74.35	3.51	0.0	medium_quality	keep	14663
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.58	44.14	11.01	0.0	low_quality	reject	13482
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.59	96.66	6.54	3.45	medium_quality	keep	180208
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.6	93.53	1.72	0.0	high_quality	keep	76513
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.60	46.73	8.1	18.18	low_quality	reject	2583
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.61	0.0	0.0	0.0	low_quality	reject	5527
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.62	61.26	2.33	40.0	medium_quality	keep	2792
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.63	93.26	121.52	14.56	low_quality	reject	5835
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.64	73.57	29.65	4.85	low_quality	reject	3555
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.65	92.17	2.04	66.67	high_quality	keep	44004
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.66	94.96	3.7	0.0	high_quality	keep	50450
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.7	4.31	0.0	0.0	low_quality	reject	13392
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.8	88.32	5.26	33.33	medium_quality	keep	16584
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.0.5.up.0.4.mut_rate.0_sample_2.bin.9	18.65	0.0	0.0	low_quality	reject	12732
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.1	65.35	0.0	0.0	medium_quality	keep	5912
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.10	73.96	28.78	2.7	low_quality	reject	3054
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.11	95.52	3.81	33.33	high_quality	keep	42275
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.12	98.74	2.47	50.0	high_quality	keep	55696
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.13	97.83	7.24	0.0	medium_quality	keep	38708
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.14	96.88	0.74	0.0	high_quality	keep	17126
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.15	70.69	0.0	0.0	medium_quality	keep	8731
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.16	86.26	8.48	18.75	medium_quality	keep	15007
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.17	60.54	1.71	0.0	medium_quality	keep	10674
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.18	74.48	1.72	100.0	medium_quality	keep	19869
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.19	95.6	0.0	0.0	high_quality	keep	65619
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.2	98.79	4.25	24.14	high_quality	keep	90979
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.20	10.45	0.0	0.0	low_quality	reject	2109
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.21	44.83	2.59	0.0	low_quality	reject	2926
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.22	0.0	0.0	0.0	low_quality	reject	1987
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.23	94.64	74.93	3.59	low_quality	reject	5204
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.24	28.27	4.09	66.67	low_quality	reject	2202
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.25	50.11	1.96	0.0	medium_quality	keep	3790
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.26	66.43	3.31	6.25	medium_quality	keep	3620
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.27	51.21	1.72	0.0	medium_quality	keep	4321
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.28	30.17	1.72	0.0	low_quality	reject	3536
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.29	18.04	0.0	0.0	low_quality	reject	2638
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.3	71.84	3.47	29.17	medium_quality	keep	8339
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.30	62.77	2.87	19.05	medium_quality	keep	3169
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.31	53.24	3.45	100.0	medium_quality	keep	7010
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.32	10.34	0.0	0.0	low_quality	reject	3651
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.33	3.45	0.0	0.0	low_quality	reject	3140
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.34	96.83	108.91	15.17	low_quality	reject	6057
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.35	21.0	0.0	0.0	low_quality	reject	3407
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.36	82.34	58.6	4.08	low_quality	reject	8126
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.37	98.47	9.27	28.89	medium_quality	keep	32792
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.38	97.13	2.62	11.11	high_quality	keep	46404
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.39	91.78	0.18	0.0	high_quality	keep	17583
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.4	83.94	4.91	16.67	medium_quality	keep	7213
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.40	92.25	2.26	27.27	high_quality	keep	19599
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.41	58.0	5.52	0.0	medium_quality	keep	3434
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.42	17.24	0.0	0.0	low_quality	reject	2013
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.43	83.86	4.9	11.11	medium_quality	keep	15329
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.44	34.48	0.0	0.0	low_quality	reject	3567
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.45	21.63	4.31	33.33	low_quality	reject	2201
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.46	83.11	3.04	0.0	medium_quality	keep	6884
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.47	94.67	79.37	1.2	low_quality	reject	6340
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.48	100.0	0.45	0.0	high_quality	keep	398235
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.49	16.38	0.0	0.0	low_quality	reject	2692
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.5	60.34	0.0	0.0	medium_quality	keep	4440
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.50	46.03	1.72	0.0	low_quality	reject	7493
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.51	91.12	2.88	16.67	high_quality	keep	20032
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.52	84.92	5.13	16.67	medium_quality	keep	32811
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.53	84.89	6.87	20.41	medium_quality	keep	7645
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.54	28.32	6.9	0.0	low_quality	reject	2278
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.55	3.45	0.0	0.0	low_quality	reject	2134
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.56	80.44	1.48	33.33	medium_quality	keep	5549
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.57	84.87	1.91	22.22	medium_quality	keep	15114
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.58	53.68	0.0	0.0	medium_quality	keep	4933
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.59	38.53	0.0	0.0	low_quality	reject	2429
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.6	85.33	2.26	0.0	medium_quality	keep	8439
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.60	59.98	6.95	0.0	medium_quality	keep	5281
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.7	67.11	7.65	5.0	medium_quality	keep	3732
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.8	97.18	2.23	0.0	high_quality	keep	20173
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.1.0.mut_rate.0_sample_0.bin.9	84.04	3.7	0.0	medium_quality	keep	11517
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.1	98.7	2.01	16.0	high_quality	keep	61325
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.10	63.6	0.66	0.0	medium_quality	keep	3888
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.11	84.54	5.97	27.03	medium_quality	keep	6950
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.12	56.63	4.7	12.9	medium_quality	keep	2860
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.13	99.01	0.0	0.0	high_quality	keep	107334
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.14	75.87	3.03	0.0	medium_quality	keep	4904
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.15	22.07	0.0	0.0	low_quality	reject	2067
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.16	55.64	17.31	8.92	low_quality	reject	2502
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.17	80.38	29.73	37.74	low_quality	reject	12392
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.18	94.02	2.14	20.0	high_quality	keep	19889
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.19	50.36	1.04	16.67	medium_quality	keep	7649
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.2	98.45	5.93	0.0	medium_quality	keep	435520
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.20	72.47	29.28	10.99	low_quality	reject	3539
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.21	94.58	4.38	35.29	high_quality	keep	19225
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.22	16.38	2.59	0.0	low_quality	reject	2016
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.23	59.09	0.86	100.0	medium_quality	keep	4722
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.24	46.73	12.89	0.0	low_quality	reject	13185
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.25	99.52	1.19	0.0	high_quality	keep	140642
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.26	14.37	0.0	0.0	low_quality	reject	1832
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.27	57.5	7.38	0.0	medium_quality	keep	4676
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.28	95.45	92.77	45.13	low_quality	reject	26301
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.29	55.64	15.8	8.0	low_quality	reject	4067
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.3	45.33	0.86	0.0	low_quality	reject	4088
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.30	38.61	1.16	0.0	low_quality	reject	3033
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.31	55.36	5.14	41.67	medium_quality	keep	2796
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.32	49.48	0.0	0.0	low_quality	reject	4393
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.33	59.48	1.11	50.0	medium_quality	keep	4405
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.34	18.97	1.72	0.0	low_quality	reject	4040
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.35	98.82	2.16	12.5	high_quality	keep	92013
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.36	30.17	1.72	100.0	low_quality	reject	25186
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.37	97.35	0.51	0.0	high_quality	keep	29006
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.38	8.62	0.0	0.0	low_quality	reject	1911
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.39	12.5	0.0	0.0	low_quality	reject	2107
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.4	33.21	7.24	0.0	low_quality	reject	2046
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.40	95.26	1.72	0.0	high_quality	keep	129561
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.41	89.56	9.22	14.89	medium_quality	keep	13564
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.42	91.58	1.85	0.0	high_quality	keep	23209
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.43	0.0	0.0	0.0	low_quality	reject	1824
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.44	55.07	1.1	100.0	medium_quality	keep	4459
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.45	75.99	8.06	13.33	medium_quality	keep	31964
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.46	0.93	0.0	0.0	low_quality	reject	9989
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.47	94.02	7.84	10.71	medium_quality	keep	17950
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.48	0.0	0.0	0.0	low_quality	reject	15277
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.49	92.26	8.12	17.65	medium_quality	keep	13566
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.5	48.24	1.58	0.0	low_quality	reject	3863
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.50	97.8	0.0	0.0	high_quality	keep	41613
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.6	59.72	3.27	14.29	medium_quality	keep	3373
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.8	97.29	3.7	0.0	high_quality	keep	64704
profile.n.80.size.7.5.gc.unrestricted.k.200.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.9	33.62	0.86	0.0	low_quality	reject	3959
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.1	41.98	3.45	0.0	low_quality	reject	2936
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.10	87.97	6.08	10.0	medium_quality	keep	8240
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.11	89.81	1.85	0.0	medium_quality	keep	12277
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.12	93.52	2.43	0.0	high_quality	keep	57150
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.13	88.44	1.01	0.0	medium_quality	keep	16290
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.14	90.67	2.64	16.67	high_quality	keep	18917
